samples,Bacteroides,Prevotella,Eubacterium,Faecalibacterium,Alistipes,Ruminococcus,Escherichia,undef,Roseburia,Bifidobacterium,Parabacteroides,Blautia,Clostridium,Butyrivibrio,Dialister,Coprococcus,Odoribacter,Klebsiella,Akkermansia,Streptococcus,Lactobacillus,Dorea,Capnocytophaga,Phascolarctobacterium,Sutterella,Veillonella,Fusobacterium,Bilophila,Collinsella,Megasphaera,Haemophilus,Acidaminococcus,Paraprevotella,Methanobrevibacter,Desulfovibrio,Enterobacter,Parasutterella,Mitsuokella,Coprobacillus,Eggerthella,Holdemania,Pseudoflavonifractor,Enterococcus,Anaerotruncus,Shigella,Oxalobacter,Anaerostipes,Pyramidobacter,Subdoligranulum,Citrobacter,Victivallis
MH0277,0.005344001,5.36E-06,6.15E-05,6.57E-05,3.24E-05,2.45E-05,0.704797137,0.011159245,4.50E-05,0.00013671,1.65E-05,0.024702449,0.036693206,0,1.10E-05,1.34E-05,1.63E-05,0.156549165,0,0.00429387,1.63E-05,0,0,1.84E-05,0.000167118,0.000817688,0.003090441,1.06E-05,4.96E-06,6.15E-05,0.000413854,0,0,0,0,0.000191041,5.44E-06,0,3.33E-05,0,0,0,0.024087564,0,0.008345256,0,0,0,5.48E-06,4.01E-05,0
MH0087,0.732359828,0.000165221,0.004555431,3.87E-05,2.85E-05,0.020713586,0.00263503,0.025260799,1.98E-05,0.003258904,9.55E-06,0.003335122,0.00781248,1.95E-05,0.066874485,0.001410728,0,0,0.011521666,0.002525383,0,0.001787055,0,1.08E-05,9.49E-06,0.002747036,9.69E-06,0,0,2.95E-05,5.57E-05,0,0,0,0,0,0,0,0,0.000147851,0,0.000392012,0,0,4.31E-05,0,0.000185316,0,9.65E-06,0,0
MH0156,0.50196757,0,0.04635841,0.013304519,0.003275737,0.025329646,0.000534795,0.008882205,0.009914568,0,0,0.00035387,0.007345639,4.66E-05,0.072864208,3.39E-05,0.007870513,0,0,0.000632606,3.70E-05,0.002737234,0,0,0,0.002399299,1.86E-05,0.002889441,0,0,8.90E-05,0,0,0,0,0,1.26E-05,0,9.92E-06,8.35E-06,0.000424858,0.000120823,1.01E-05,9.43E-05,0,0,0.000117881,0,4.64E-05,0,0
MH0444,0.5471812,2.08E-05,0.00271726,3.09E-05,0.001540774,0.020091845,0.011475953,0.031854365,0.001992936,2.96E-05,0.045452038,0.011848618,0.00561911,0.000113267,0.039341407,0.002931769,0.009068049,0,6.42E-05,0.000196485,1.59E-05,1.08E-05,0,0,0,4.33E-05,0,0.005531742,0.000708114,0,0,0,0,9.55E-06,0,0,8.63E-05,0,8.54E-05,0.000201692,0,0.000314965,0,0.000113992,0,0,0,0,1.22E-05,0,0
MH0333,0.364137228,6.99E-05,0.04282079,6.29E-05,1.55E-05,0.025781193,0.000284613,0.03168302,0.011645063,0,0.035978441,0.001422939,0.011060374,0,0.037438109,0.00142165,0.019361119,0,0,0.000175084,0,0.004097645,0,8.78E-06,0,1.59E-05,0,0.0069756,0,0,8.75E-06,0.025022584,0,0,0,0,1.95E-05,0,2.50E-05,0.001068959,0.000540651,0.000303525,0,0.000312125,0,0,4.12E-05,0,7.85E-06,0,0
MH0233,0.434476648,0,0.000132735,0.0640727,0.126816397,0.034905773,0.000366004,0.039271042,0.03550104,0.009517575,7.14E-06,0.014293956,0.004613829,0,0.00248986,0,0,0,0.000144795,0.000217466,1.43E-05,0.001726911,0,0,0,0.000131802,7.24E-06,6.95E-06,1.71E-06,0,0,0,0,0,0,0,0,0,4.52E-05,0.002073788,0.000112844,0.000982276,0,0.001146574,0,0,0.000262474,0,0,0.000103415,0
MH0179,0.387895208,0,0.069708994,0.027610101,0,0.065722417,0.000247533,0.020932228,0.003542331,0.000336874,0.034604414,0.001135941,0.00759935,0,0,0.008572602,0,0.010637025,0,0.000208961,0,3.78E-05,0,1.41E-05,0,0.000101876,0,0.001236823,0,0,1.21E-05,0,0,0,0.002164383,0.000707848,0.000872282,0,9.27E-05,0.000181556,0.001076574,0.000257573,0,0.000461767,0,0,2.66E-05,0,2.52E-05,0.008963473,0
MH0074,0.260826028,1.53E-05,0.00263439,0.011226432,0.012625909,0.016190078,0.000609234,0.026120723,0.007219708,0.001703891,1.94E-05,0.000711635,0.011347249,0,0.039883131,0.004941538,0.012623226,0,6.32E-05,0.000523141,1.56E-05,0.000157992,0,0,0,0.000335216,0,0,0.001637489,0,1.59E-05,0,0,0,0,1.52E-05,0.004962762,0,0.000119795,7.10E-05,0.000640609,0.000566413,0,8.02E-05,0,0,6.66E-05,0,7.88E-05,0,0
MH0049,0.168705043,0.131824041,0.005056075,0.023997208,0.004242349,0.006497923,0,0.00493783,0.019525326,0.000715611,0,0.004552689,0.00045648,0,0.060090993,0.003692827,0.002299304,0,0,0.000334464,3.44E-05,0.002513957,0,0,0.011124469,3.51E-05,1.74E-05,0.000599847,0.000265926,1.76E-05,8.68E-05,0,0,0,0,0,1.88E-05,0,0,3.12E-05,0.000108246,7.02E-05,0,1.76E-05,0,0,0,0,5.19E-05,0,0
MH0239,0.521214683,4.47E-05,0.020047655,0.007899336,0.036022656,0.03184007,0.000122107,0.021618029,0.005081955,3.20E-05,0.00461015,0.002046037,0.005349527,0,2.29E-05,2.10E-05,0.000312787,0,0.037564377,0.000401975,0,0.003088364,0,0,0,7.57E-05,0,0.000264848,0,0,5.85E-06,0,0,0,1.68E-05,0,0,0,0.000201179,0.001369529,6.58E-05,0.000343886,0,0,0,0,0,0,0.000163189,0,0
MH0020,0.426001126,1.53E-05,0.007451576,0.029869817,0.023055635,0.035327598,0,0.022702144,0.001426457,0.00505545,0.039727618,0.002501912,0.013224844,0,0.035287638,0.00856233,0.007654483,0,0,0.000225923,0,0.000489448,0.021442113,0,0,0.000112073,1.59E-05,0.004134495,0.001127065,3.22E-05,0,0,0.002807195,0,0,0,7.11E-05,0,1.67E-05,2.84E-05,9.87E-05,0.000210294,0,0,0,0,6.74E-05,0,0,0,0
MH0420,0.071241626,0.000372502,0.129157084,0.157903957,2.50E-05,0.024329746,4.98E-05,0.046430512,0.18105266,7.48E-05,5.05E-06,0.00121225,0.003386551,0,0.001210042,0.005426481,5.04E-06,0,0,0.000278153,0,0.002973683,2.50E-05,5.68E-06,0,0.000103117,0,4.89E-06,0.002605242,0,0.000178813,1.04E-05,0,0,0,0,0,0,3.82E-05,0.000128263,5.30E-06,5.16E-06,0,0,0,0,0,0,4.57E-05,0,0
MH0109,0.49347622,7.76E-06,0.04602741,0.010290581,0.014332191,0.00974092,0,0.019163521,0.015703789,0.001101485,0.007248843,0.004099589,0.00104322,0,7.94E-06,0.003124583,7.87E-05,0,0.00429423,0.000202496,0.000536621,0.002457994,0.010785061,0,0.013128863,0.000916437,2.39E-05,0,0.000574147,0,0.000191747,0,0.000966534,0,0,0,0,0,1.64E-05,1.43E-05,0.000529835,4.04E-05,0,8.09E-06,0,0,0,0,2.39E-05,0,0
MH0061,0.465005887,0.000232264,0.027690545,0.019433806,0.019067767,0.005368404,0.001312303,0.004754591,0.004934289,0,0,4.05E-05,0.005765831,0,0.041276637,1.85E-05,0,0,0,0.000589564,1.78E-05,0.000325971,0,0,0,0.001486617,0.000164001,0.001722471,0.000244994,0,0.004301199,0,0,1.62E-05,0,0,0,0,7.46E-05,3.25E-05,0.000263735,0.000366701,0,3.68E-05,4.16E-05,0,0,0,0.000108405,0,0
MH0047,0.085006261,0.000179018,0.01175252,0.004360795,0.021172848,0.009700832,0.000142659,0.021765614,0.004115499,0.002406407,0.002894432,0.011893684,0.000167631,0,3.69E-05,0.000600905,0.00265059,0,0,0.000729771,0,0.000203784,0.07058639,0.00807482,0,0.000785143,0,0.000834294,0.000149735,0,0,0,0.008861321,0,0.00066598,0,0,0,0.000244431,0,0.000134537,0.001146637,0,1.88E-05,0,0,0,0,5.54E-05,0,3.69E-05
MH0108,0.141825862,0.375090425,0.007203227,0.009003131,0.020041987,0.001585036,4.15E-05,0.002499268,0.0011417,0.000807825,0.025107079,0.004280377,0.000873213,0,1.22E-05,0.001688846,0.005157055,0,0,6.44E-05,6.00E-06,0.006381742,0.001481882,0.033839118,0.002049693,0,0,0,0.001367007,0,0,0,0.04927692,0,0.006521811,0,0,0,0,0,0.00018434,0.000270917,0,0.000173888,0,0,6.45E-06,0,6.09E-06,0,0
MH0110,0.442450558,0.000179667,0.034234007,0.016845793,0.029323909,0.074586019,0,0.004720501,0.002007634,0.000766234,0.001425661,0.000529909,0.014483018,3.38E-05,0.077516772,0.006270221,0.005054445,0,0.004225515,0.000208629,0.000296821,0.000326166,1.64E-05,0,0.01211562,5.96E-05,8.48E-06,0,0,8.51E-06,0,0,0,0,0,0,0,8.53E-06,1.72E-05,0.000173205,8.71E-06,0.000466223,0,0.00011916,0,0,4.48E-05,0,5.84E-05,0,0
MH0121,0.382519205,5.47E-05,0.071423122,0.027419713,0.028684411,0.005870406,0.160642859,0.008790014,0.028358621,0.000294446,0.001613471,0.001203193,0.00375756,0,0,0.002792556,0.003547504,9.10E-06,0,0.000235687,0,0.000766083,0,0,0.000642735,3.79E-05,9.40E-06,6.30E-05,8.44E-06,9.52E-06,0,0,0,0,0,0,0,0,5.82E-05,0.000277831,0.000311633,0.000180438,0,6.66E-05,0.002220281,0,0.000116745,0,0.000393772,0,0
MH0128,0.401447136,1.78E-05,0.081719879,0.047256347,0.041615751,0.006850417,0,0.013629479,0.005954543,0.005175251,0.014841554,0.003769962,0.001754046,0,4.54E-05,3.32E-05,0.002855004,0,0,7.07E-05,0,0.008734086,0,0,0.006544272,0,0,0,0.002676223,0,0,0,0,0,0,0,0,0,1.88E-05,2.45E-05,0.000871173,0.000402272,0,0.000138771,0,0,9.95E-06,0,9.10E-06,0,0
MH0292,0.194234022,0,0.029766072,0.087635828,4.95E-05,0.027295236,3.62E-05,0.011814589,0.028315229,0.009618439,0.005652777,0.0169203,0.004235079,0,0.045785147,0.003975805,0.003261535,0,0,0.001770217,1.21E-05,0.007247766,0,0,0.002016207,0.000337286,0,0.000231309,1.67E-05,0,0.001747552,0,0,0,0,0,0,0,0,0.001237483,0.000597218,0.000268815,0,5.02E-05,0,0,0.000109079,0,0.000499533,0,0
MH0114,0.626590238,0,0.118165081,0.003432093,0.006625467,0.010587386,4.24E-05,0.013081281,0.006080035,0.001695567,0.005986756,0.005282091,0.001780553,0,0.051914159,0.004130862,0.004324941,0,0,0.000684087,0,0.005915476,8.54E-06,9.71E-06,0.000640542,0.001548837,0,0.000527064,0.000636031,0,0.000325998,0,0,0,0,0,2.60E-05,0,0,7.83E-06,0.000117758,7.05E-05,0,0,0,0,0,0,2.61E-05,0,0
MH0166,0.470372374,0,0.154109891,0.01049087,9.47E-06,0.031368441,4.55E-05,0.007913684,0.008717367,0,0,0.006696988,0.000820308,0,9.62E-06,0.004905207,0,0,0,0.00015885,0,0.010904446,0,0,0.010149602,3.90E-05,0,1.85E-05,0,0,0,0,0,0,9.35E-06,0,0,0.000961908,9.95E-06,0.000442202,0.000491592,0.000166902,0,4.90E-05,1.03E-05,0,0,0,0.00035074,0,0
MH0178,0.483484625,0,0.115687706,0.016510481,0.012853348,0.011359603,0,0.019631358,0.021729534,0.000493003,0.002171977,0.007225251,0.004474777,4.91E-05,9.75E-06,5.96E-05,0.003703647,0,8.81E-05,0.000571326,0,0.007279996,0,0,0.004975172,0.00015855,0,0.000779391,0.000520087,0,0,0,0,0,0,0,0,0,0.00112586,5.27E-05,0.00014234,8.93E-05,0,0.000119199,0,0,1.07E-05,0,0,0,0
MH0236,0.35494568,0.000493619,0.033780852,0.105055058,6.43E-05,0.011176758,0.000254853,0.012454359,0.036384224,0.005348176,1.07E-05,0.002205661,0.001084187,2.18E-05,0.038413191,0.001208607,0.006078081,0,0,0.003533161,0,0.001584135,0,0,0.015549423,0.018197815,4.87E-05,0.000595396,0,0.000109565,0.002936056,5.50E-06,0,0,0,0,0.000116499,0,1.16E-05,0.000290636,0.00054936,0.000218809,0,1.64E-05,0,0,1.71E-05,0,1.07E-05,0,0
MH0146,0.485730364,8.46E-06,0.049220303,0.003621126,0.010481642,0.013949917,4.04E-05,0.006842251,0.006039651,0.000116863,0.001895002,0.000452819,0.005283776,0,0,0.00521342,0.00384594,0,0.026764845,0.000392168,0,0,0,0,0.00509432,1.71E-05,0,0.00040244,0.000279563,0,0,0,0,0,0,0,0,0,0,0,0.00094119,0.000265114,0,5.96E-05,0,0,5.30E-05,0,1.67E-05,0,0.00015894
MH0186,0.3835464,7.05E-06,0.075631181,0.006373522,0.036087093,0.012018662,7.68E-05,0.009056468,0.022530184,0,0,0.003393749,0.00318556,0,0.04467358,0.000691691,0,0,0,0.000134235,0,0.002743469,0,0,0,5.81E-05,0,0,0,0,0,0,0,0.000173531,0,0,0,0,7.57E-06,5.82E-05,6.73E-05,0.000219732,0,2.92E-05,0,0,0,0,0,0,0
MH0302,0.63512732,6.01E-06,0.000341344,0.0292995,0.032632984,0.002066065,0.002222053,0.005536911,0.015074067,5.56E-06,0.036526225,0.000847313,0.002646526,0,9.69E-05,0.000715659,0.006276983,0,0.015571096,0.000366047,1.79E-05,0.000187817,0,0,0,0.001013991,0,0,1.10E-05,0,0.000196349,0,0,2.71E-05,0.000127431,5.82E-06,0,0,2.92E-05,0.000103589,1.26E-05,0.001048582,0,1.23E-05,0,0,0,0,6.07E-05,5.90E-06,0
MH0127,0.299346598,2.03E-05,0.089463628,0.045706241,0.026928268,0.013994759,0,0.018650584,0.037571676,0.001417464,0.009666978,0.008491405,0.004752952,3.15E-05,0.059630677,0.030116303,0.001377026,0,0.000155967,0.000110943,0,1.06E-05,0,0,0,1.05E-05,0,2.00E-05,9.39E-06,0,0,0,0,0,0,0,0.000287462,0,0,0.000121351,0.002420218,0.000201082,0,4.22E-05,0,0,1.10E-05,0,0.000103764,0,0
MH0305,0.231972028,0.00039836,0.016655784,0.065170374,0.004493529,0.03256698,0.000120958,0.0076279,0.046580205,0.002172271,6.86E-06,0.006337228,0.002377198,0,8.29E-05,0.002974392,0.009590703,0,0.000242603,0.000461061,8.08E-06,0.000580417,6.79E-06,0,0,6.99E-06,0,0,0,0,4.70E-05,0,0,0,0,0,0,0,1.49E-05,5.59E-05,0.000504185,0.000808521,0,4.22E-05,0,0,7.31E-06,0,7.59E-05,5.99E-05,0
MH0122,0.284655503,1.52E-05,0.105811639,0.116790962,0.022762514,0.015645419,0,0.006603303,0.037327306,0.006918152,1.55E-05,0.000728177,0.001012928,0,1.56E-05,0.006285978,0.001936951,7.51E-06,0.000203013,0.002017934,0.000123327,0.000751483,0,0.013322198,0.00937111,0.004052289,3.91E-05,0,0.001674213,0.012005424,0.009125717,0.003220105,7.65E-06,6.97E-06,0,0,0,7.94E-06,0,2.10E-05,0.000275863,0.000253264,0,0,0,0,2.47E-05,0,0.000436837,0,0
MH0093,0.284919634,0.000212186,0.032576928,0.008883603,0.000380978,0.016140026,0.135006709,0.005407568,0.007921921,0.000165655,1.79E-05,0.003707721,0.000666732,3.65E-05,9.01E-06,0.002178852,0.00240213,0.011108627,0,8.78E-05,0,0.003179705,0.076829708,3.02E-05,0,0.000337895,0,5.20E-05,0.00031747,0,0,0,0.008535314,0,0,1.40E-05,0,0,0,1.61E-05,0.000112666,0.00016619,0,0,0,0,0,0,3.62E-05,0,0
MH0182,0.531397443,7.29E-06,0.065105239,0.012562182,0.02315124,0.01961959,0.000654525,0.00411519,0.002808255,0,0.015961767,0.001074095,0.002195979,0,0.03520074,0.001319323,0.009013125,0,0.002206984,7.30E-05,1.48E-05,0.000932223,0,0,0,3.03E-05,0,0.00213961,1.35E-05,0,0,0,0,0,0,0,0,0,0,4.70E-05,0.000295409,0.000313213,7.49E-06,4.56E-05,7.53E-05,0,2.31E-05,0,3.74E-05,0,0
MH0068,0.456376668,2.90E-05,0.045155971,0.035903672,0.011040957,0.025740423,0.00131659,0.014598699,0.010390116,0.002128561,0.004241046,0.005040202,0.002747981,0,0.053944625,0.004173293,0.008205821,0,0.001227887,0.00053088,0,0.007086249,0,0,0,0.000473365,0,0.004096407,0.001053492,0,0,0,0,0,0,0,0,0,0,0.000105047,0.000425305,0.000459502,0,5.94E-05,0,0,0,0,0.000468372,2.89E-05,0
MH0078,0.012618649,0.341195203,0.020403702,0.01016919,0.001767804,0.018981805,0.000201892,0.005403858,0.006563769,0.000690207,0.001563013,0.00197683,0,0.02664542,0,0.004964508,0.002275463,0.000120375,2.09E-05,0.003432817,0.000455842,0.001982539,0.001910613,0.019114511,0.000451138,0.001457648,6.40E-05,4.02E-05,0.000282854,0,0.002412877,0,0.000202314,3.74E-05,0,7.63E-06,0,0,0,0,0,0.000105842,0,0,0,0,0,0,0.000167399,7.58E-06,0
MH0227,0.648665002,2.54E-05,0.002699156,0.035763462,0.001657905,0.011490906,0.0004373,0.007758897,0.029005067,0.006940149,0,0.000150993,0.001350035,0,4.34E-06,0.000623426,0.00351371,7.50E-05,8.70E-05,0.000321696,2.34E-05,0.000919753,0,0.014994648,0.011907613,6.17E-05,0,0.003299267,0.000850721,0,4.19E-06,0,0,0,0,0,3.56E-05,0,8.96E-06,5.47E-05,0.000293918,0.000327997,8.73E-06,0,0,0,0,0,0.000112841,0,0
MH0155,0.200616932,0,0.028231334,0.007534102,0.017578949,0.021704047,0,0.005918889,0.017488795,0.002779877,0.020450855,0.000443822,0.001104376,0,0.038781905,1.52E-05,0.001645363,0,0.000957584,0.000516529,0,0.002984829,0.006892392,0,0.000760347,0.000721582,6.32E-06,0,0.000394677,0,3.20E-05,0,0.000646031,0,0,0,6.27E-06,0,0,1.12E-05,4.55E-05,8.27E-05,0,1.91E-05,0,0,6.60E-06,0,8.12E-05,0,0
MH0026,0.125674742,0.203737949,0.020755735,0.01041883,0.000451029,0.011318022,0,0.00468785,0.005230737,4.02E-05,0,0.007094125,0.000650281,0,0,0.004794707,0.00012951,0,0.000495044,0.000253688,0,0.004122221,0,0,0,5.89E-05,0,0,0.00073452,0,1.46E-05,0,0,0,0.000430169,0,0,0,0,1.29E-05,0.000317722,0.000313697,0,0.000133034,0,0,0,0,0.000131016,0,0
MH0088,0.284346978,9.03E-06,0.102298932,0.001980189,0.002420423,0.082758753,0.000710832,0.066306698,0.021228576,0.0010654,8.31E-05,0.04798521,0.003595022,0,8.32E-05,0.011739445,0.004699067,0,0.000213171,0.000307971,9.08E-06,0.015259746,0,0.007336881,0,0,4.58E-05,0.000542589,0.001327613,0,0,0,0,0,0,0,4.91E-05,9.42E-06,0.00019171,5.82E-05,0.001203853,0.000113704,0,9.41E-06,0,0,5.97E-05,0,0.00031184,0,0
MH0462,0.416730392,4.39E-06,0.008295305,0.046373227,0.043308344,0.012877505,1.74E-05,0.011322764,0.015764071,0.018568341,0.024098921,0.002920784,0.002848491,0,0.041117039,0.002682701,0.004444702,0,0.001511116,0.000237998,3.06E-05,0.004462064,0,0,0.010637353,3.19E-05,4.51E-06,0.00416456,0.000982444,0,0,0,0,0,0,0,2.82E-05,0,4.65E-06,2.43E-05,0.001148372,0.000384881,0,0.000228969,0,4.44E-06,1.46E-05,0,0,0,0
MH0034,0.067461439,0.452148581,0.027918388,0.009887568,0.004166812,0.000894462,0,0.001407801,0.005351853,0.000127434,0.002195383,0.000779845,0.006212028,0,0,0.002661985,0.000846224,0,0,0,0.000355178,0.002147255,0.00554135,0.011842144,0.001697251,0.00018118,0,7.64E-05,3.59E-05,0,0,0,0.000782297,0,0.000125287,0,2.26E-05,0,0,0,4.14E-05,0,0,2.02E-05,0,0,0,0,3.97E-05,0,0
MH0432,0.258113525,0.000212734,0.016134305,0.019651224,0.016533222,0.034230972,7.38E-05,0.020555688,0.014604866,0.028763805,0.048337047,0.003318138,0.002752823,0,0.050934542,0.004217943,0.002578793,0,0.006269396,0.000181461,4.99E-06,0.002250045,0.018742718,2.26E-05,0,0.000159253,0,0.000209492,0.004632629,0,4.85E-06,0.017520684,0.002815891,0,0,0,0.002446413,0,0,1.82E-05,0.00074905,0.000241605,0,0.000613282,0,0,0,0,3.04E-05,0,0.000308871
MH0067,0.211731609,0,0.018407548,0.025669121,0.015796974,0.00708073,0,0.005616555,0.043334653,0.001807625,0.0444428,0.003368161,0.000288594,0,0.022118864,0.002551528,0.008885794,0,0.000349307,0.00033815,1.50E-05,0.001429404,0,0,0.007439684,3.05E-05,0,0.001005704,0.00047889,0,0,0,0,0,0,0,0,0,0,0,0.000110469,0.000169719,0,0,0,0,0,0,7.58E-05,0,1.51E-05
MH0212,0.462403209,0,0.054435802,0.000442545,0.037732816,0.038603032,0,0.017395982,0.054860444,0.003583797,0.010520003,0.004139819,0.006039401,0,0,0.003116506,0.004051867,0,0.013861162,9.99E-05,1.08E-05,0.000620485,3.55E-05,6.04E-06,5.31E-06,0.000241271,0,9.91E-05,0,0,6.45E-05,0,7.09E-06,1.45E-05,0.002954067,0,0,0,5.58E-06,4.86E-05,0.001194644,0.000160909,0,0.000236734,0,0,6.33E-05,0,8.54E-05,0,0
MH0084,0.105858981,0.408748056,0.012256763,0.003765898,0.001974689,0.004831486,0,0.005151657,0.018655342,6.81E-05,0.007211179,0.0027789,0.000148816,0.001635785,0,0.002748854,0.001426211,0,4.46E-05,0.000232308,0,0.000773119,0.001998116,0.012045325,0,0,0,2.86E-05,2.68E-05,0.001678144,0,0,0.000188827,0,0,0,0,0,0,0,9.28E-05,0,0,1.51E-05,0,1.47E-05,0,0,5.95E-05,0,0
MH0057,0.14906265,0.000218324,0.039186938,0.008792291,0.017611749,0.011222479,0,0.003521565,0.002160724,0.000307092,0.026588428,0.000839282,0.002052591,0,0.036939971,0.002769916,0.002568239,0,0.000165229,0.000167795,0,0.001481352,0.006846245,0,0.007210998,1.51E-05,1.51E-05,0.001484818,0.000297718,0,0,0.009875343,0.073216213,1.34E-05,0,0,6.23E-05,0,0,0,4.68E-05,0.000168258,0,1.52E-05,0,0,3.11E-05,0,0.000241697,0,0
MH0133,0.422016864,3.60E-05,0.011049779,0.032107221,0.001901003,0.006074908,0.00023257,0.003635143,0.060186814,0.000773632,0.029374049,0.0005755,0.000640442,3.73E-05,0,0.001706381,0.004496814,0.006520283,0,0.000256897,0,0.001162954,4.54E-05,0,0,4.65E-05,0,0.002706987,0.000866456,0,1.79E-05,0.021228377,0,0,0,0,0,0,0,0,0.000105706,0.000159547,0,3.76E-05,0,0,0,0,0.000129134,0,0
MH0072,0.424609623,7.19E-05,0.113993131,0.007354851,0.000923414,0.012242074,0.000145957,0.014123634,0.099756461,0.000519632,0.001216146,0.006624277,0.000328686,0,0.041430569,0.006246509,0.005495521,0,0,0.005396702,3.53E-05,0.008216417,0,0,0,0.010502975,7.13E-05,0,6.42E-05,0,0.018665409,0.001125151,0,0,0,0,4.61E-05,0,0,0,0.000111116,0,0,0,2.57E-05,0,0,0,0,0,0
MH0251,0.305279875,4.19E-06,0.04595165,0.079228164,0.032342932,0.016994353,7.53E-05,0.010960901,0.053479839,0.002271666,8.61E-06,0.003261316,0.002720523,0,2.60E-05,0.009953382,0.004670972,0,2.17E-05,0.00026927,0,0.002200646,0,0,0,0.000365353,0,7.51E-05,3.92E-06,8.83E-06,6.25E-05,0,0,0,0,0,0,0,0,5.47E-05,0.000216864,0.00032608,0,1.77E-05,0,0,0,0,0.000116955,0,0
MH0138,0.005922889,0.497027577,0.004435556,0.01920478,0.000373123,0.005608766,0,0.001544505,0.002236724,0.00450533,0.000239079,0.001238494,0.01025542,0.001510371,0,0.001165701,0.000847788,0,0,0.000387417,0.00170773,0.002525682,0.001452296,0,0,1.57E-05,0,0,0.000779783,0.011998163,2.99E-05,0.005153524,0.000229309,0.000153188,0,0,0,0.005447595,0,0,0,0.00011523,0,0,0,0,0,0,9.69E-05,0,9.33E-05
MH0051,0.205627235,6.64E-05,0.152925989,0.006273277,0.013805046,0.006820845,4.43E-05,0.010725179,0.013165658,0.000527526,0.000304532,0.000602835,2.49E-05,0,0.022430174,0.007778066,0.009044789,0,2.29E-05,0.000449222,7.25E-05,0.009069133,0,0,0.003595468,0.000487314,0,0.001012581,0,0,4.40E-05,0,0,0.000716865,0,0,0,0,0,0,0.000143003,0.000281002,0,2.33E-05,0,0,0,0,9.14E-05,0,0.000251659
MH0079,0.101774909,0.000800113,0.0207472,0.003691167,0.006303694,0.020960903,0.01109678,0.004072911,0.001798699,1.57E-05,0.001166152,0.000514297,0.000139962,0.001396593,0,0.000512964,0.005084677,1.66E-05,0,4.87E-05,5.03E-05,0.002638928,0,1.90E-05,0,0.000103781,0,0.001312301,0.000477366,1.74E-05,6.56E-05,0,0,0.007157667,0.000589065,3.35E-05,5.30E-05,0,0,1.53E-05,5.33E-05,0.00013963,0,0,0,0,0,0,5.18E-05,1.75E-05,0
MH0230,0.30254947,9.35E-05,0.051660421,0.044558301,0.044375235,0.027757247,6.64E-05,0.028844839,0.002600321,0.033682167,0,0.023568916,0.004582541,6.89E-06,0.012363441,0.008478265,0.002802675,0,8.20E-05,0.001584853,1.34E-05,0.013863447,0,7.61E-06,0,0.000408485,0,0,0.002788792,2.08E-05,0.000159501,0,0,0,0,0,0,0,0,0.00046633,0.000930176,0.000464687,0,6.24E-05,0,0,0,0,0.000183982,0,0
MH0134,0.279567328,0.000276566,0.047239904,0.042048784,0.023100233,0.031025726,0.000427567,0.007632113,0.011440899,0.00453937,0.000634406,0.000906807,0.000851809,0.000138989,0.022645655,0.000539858,0.003744766,0,0.001601734,0.000369007,0.005640966,0.001064431,2.53E-05,1.92E-05,0.007880048,0.000488894,8.67E-06,0.001371913,0.00049653,1.75E-05,9.19E-05,1.75E-05,0,7.69E-06,0,0,0,8.76E-06,4.43E-05,6.96E-05,0.000223708,0.000157925,0,8.74E-06,1.44E-05,0,0,0,0.000120236,0,0
MH0045,0.26668587,0.00034657,0.037108865,0.023053194,0.002274094,0.011697932,0.000195763,0.019668105,0.025610149,0.000157386,0.000388596,0.010284795,0.001032409,0,0,0.0070758,0.00379712,0,0.000329726,0.000666538,2.87E-05,0.003434583,0,0.014257494,0,8.70E-05,1.44E-05,0.001485901,0.000309973,0,1.37E-05,0,0,0,0,1.37E-05,0.000831222,0,0,0.000154517,0.000387313,0.00011599,0,7.28E-05,0,0,1.51E-05,0,8.58E-05,0,0
MH0188,0.166248467,5.78E-05,0.048614823,0.142883252,0.044195285,0.079790189,0.000720137,0.014737009,0.020454868,0.049084582,0.00814266,0.008589542,0.00122844,0,0,0.024630454,0.001261582,4.65E-05,0.001438767,0.001480676,7.10E-05,0.003842825,0,0,0.005235648,0.000153033,0,0.000119393,0.007216872,0,0,0,0,0,0,0,0,0,0,5.83E-05,0,0.001428662,2.19E-05,4.94E-05,0,0,0,0,0.00053355,0,0
MH0003,0.163754345,7.57E-05,0.030335018,0.041649776,0.010198746,0.038626537,0.000766357,0.004615004,0.01029043,0.001554153,0.013142759,0.002380422,0.000454812,0,0.02526141,0.006320793,0.006604533,1.08E-05,0,0.052499769,0.009827233,0.005399516,0,0,0,0.003701394,0,0.002444714,0.000943814,2.24E-05,0.000622616,0,0,0,0,0.000696003,0.00011577,0,0,0.000336591,0.000103129,0.000189596,2.19E-05,0.000100756,0,0,0,0,0.00013221,1.15E-05,0
MH0085,0.206661147,0.232381337,0.09981671,0.029356869,0.020364769,0.006329737,0.000152027,0.006079134,0.005525414,0.000586626,0.010664113,0.002952384,0.000483566,0,0,0.003860199,0.004329979,0,0,0.000221804,7.16E-05,0.002421412,3.54E-05,5.36E-05,0.006438535,2.44E-05,0,0.001166682,0.000986726,0,0.000126056,0,0,2.15E-05,0,0,0.000681777,0,0,0,0.00012507,0.000257157,0,0,0,0,1.31E-05,0,4.82E-05,0,8.40E-05
