samples,Bacteroides,Prevotella,Eubacterium,Faecalibacterium,Alistipes,Ruminococcus,Escherichia,undef,Roseburia,Bifidobacterium,Parabacteroides,Blautia,Clostridium,Butyrivibrio,Dialister,Coprococcus,Odoribacter,Klebsiella,Akkermansia,Streptococcus,Lactobacillus,Dorea,Capnocytophaga,Phascolarctobacterium,Sutterella,Veillonella,Fusobacterium,Bilophila,Collinsella,Megasphaera,Haemophilus,Acidaminococcus,Paraprevotella,Methanobrevibacter,Desulfovibrio,Enterobacter,Parasutterella,Mitsuokella,Coprobacillus,Eggerthella,Holdemania,Pseudoflavonifractor,Enterococcus,Anaerotruncus,Shigella,Oxalobacter,Anaerostipes,Pyramidobacter,Subdoligranulum,Citrobacter,Victivallis
MH0024,0.179260885,0,0.037689876,0.017375224,0.042023426,0.026058501,0,0.005978594,0.001894348,0,0.001168421,0.001363738,0.000411512,0,0,0.006448618,0,0,0,0.00035458,0,0.006614521,3.60E-05,0,0,0.000167146,0,0,0.000215334,0,0.000107012,0,0,0.000328397,0,0,0,0,0,4.95E-05,0.000171944,0.000170627,0,0,0,0,0,0,1.84E-05,0,0
MH0193,0.220519056,5.36E-06,0.106705959,0.021704369,0.027504868,0.010169421,0.000558094,0.009675031,0.015224333,0.007994122,0,0.002257097,0.000787058,0,0,0.004267459,0.003335668,4.25E-05,5.56E-06,0.000545721,0,0.002872855,0,1.24E-05,2.18E-05,4.49E-05,5.60E-06,0.002091831,5.01E-06,0,2.74E-05,0,0,0.000883798,0,0,0.002420318,0,0,4.49E-05,0.000144445,0.000392735,5.77E-06,1.13E-05,0,0,0,0,0.000203707,0,1.11E-05
MH0175,0.028216887,0.00577033,0.037650985,0.008581774,0.001117315,0.012436307,7.99E-05,0.009862594,0.009547046,0.000200956,0.000589279,0.00215073,0.002376273,0.01024945,7.53E-06,0.001819952,0.002789396,0,0.006231816,0.000338502,0,0.001982263,0,0.021877191,0,0.000957639,3.03E-05,7.22E-05,0.000223762,0,0.001031784,4.60E-05,0,0,0.000725349,0,0,0,0,6.76E-06,4.69E-05,0.000206226,0,7.64E-06,0,0,0,0,6.03E-05,0,0
MH0158,0.240755303,0.000107237,0.018361248,0.028855558,0.046315443,0.013644087,0.000341995,0.005365875,0.013234049,0.001734114,0.001546443,0.004223274,0.000235379,0,0,0.004844129,0.007116997,0,0,0.001343982,3.33E-05,0.003292923,0,0,0.001939562,0.00131851,1.66E-05,0.000189994,0.000245239,0,8.78E-05,0,0,0,0,0,0,0,0,0,5.14E-05,0.000134819,0,0,0,0,0,0,0.000148046,8.80E-06,0
MH0152,0.029774015,0.139728198,0.018852639,0.037873015,0.003219767,0.007997802,2.69E-05,0.006630905,0.009702916,0.004343326,0.001601397,0.002610871,0.000534597,0.032704172,0,0.007953122,0.00303097,0,1.86E-05,0.005494163,0.000196824,0.006725402,0.013399878,1.04E-05,1.83E-05,0.001120703,0,8.95E-06,0.001326739,0,2.68E-05,0,0.001720216,3.33E-05,0.000729501,0,9.38E-06,0.003326964,0,2.51E-05,0.000106549,0.000208981,0,0,0,0,0,0,7.44E-05,0,9.30E-06
MH0039,0.294993678,0,0.025264702,0.016897836,0.013427181,0.007330016,0,0.010282145,0.032809202,0.001182465,0.014049756,0.003494356,0.000108314,0,0,0.002794887,0.006116924,0,0.000682525,0.000105916,0,0.004235379,0,0.009069674,0.000182369,7.86E-05,0,4.47E-05,0.000363366,0,3.13E-05,0,0,5.54E-05,0.000641372,0,1.59E-05,0,0,2.78E-05,0.000145068,0.00031448,0,0,0,0,0,0,0.000108906,0,0
MH0095,0.150432233,0.000117971,0.072781216,0.005199919,0.035411013,0.004927402,0.021861713,0.004419486,0.006241883,0.000577856,0.014217272,0.003403475,0.002439769,0.087292587,1.61E-05,0.001044348,0.006701054,0.006026284,0.000323256,8.69E-05,0,0.002554979,0.006455538,3.60E-05,0.000348372,8.11E-06,0,0.001954466,0.000240264,0,0,0,0.000840728,0,0.002172401,0,2.03E-05,0,1.66E-05,1.45E-05,0.000193143,0.000313113,0.001065329,0,0.000203521,0,0,0,3.24E-05,8.27E-06,0
MH0142,0.100330574,5.73E-05,0.015322491,0.008775131,0.040861679,0.022909989,0.000107796,0.005109944,0.000388339,0.002449663,0.000787643,0.000686973,0.000632239,0,0.001535905,0.01104895,0.004932516,0.000427131,0.005912343,0.000618104,7.28E-06,0.000852539,0,0,0,2.98E-05,0,0.00191025,0.00020589,0,0,0,0,0,0,4.67E-05,3.08E-05,0,0,1.99E-05,0.000306414,0.000378126,7.35E-06,7.48E-06,0,0,0,0,0.00013454,0,0.001705933
MH0406,0.145999609,3.54E-05,0.085049001,0.009765711,0.129587749,0.013717016,3.95E-06,0.003572444,0.002865698,0.003538144,0.007496515,0.01276236,0.001241188,9.15E-06,0,0.002571739,0.009581298,0,0.00063058,0.00033945,0,0.006548327,2.22E-05,5.05E-06,0.019422772,1.84E-05,0,0.005477054,0.001299672,0,0,0,8.89E-06,4.05E-06,0,0,0,0,0,6.51E-05,0.001197354,0.000354552,0,0.000151982,4.25E-07,0,0.000129963,0,0.000158901,0,2.26E-05
MH0137,0.07918387,0.124947118,0.041724664,0.034894029,0.008754685,0.017216019,0,0.006854175,0.018612918,0.00118377,0.004069987,0.010110792,0.000346495,7.58E-06,0,0.02380415,0.003520289,7.58E-06,7.51E-06,0.001066967,0.001831159,0.002463064,0.005201389,0.01189231,0.000471183,0.001480292,0,0.000396652,0.000751467,0,0.000171082,0,0.001006222,0,2.82E-06,0.000307679,0,1.58E-06,0,5.04E-06,4.69E-05,5.93E-05,0,0,0,0,0,0,0.000149963,1.88E-05,0
MH0185,0.328656761,4.02E-05,0.050792042,0.020526689,0.032060545,0.036367882,0.00026744,0.007210711,0.008740545,0.002455798,0.00029365,0.004740915,0.000486771,0,0.027359306,0.033965588,0.007818413,0,0,0.002920188,0.001235623,0.003821709,0,0,0.00217855,0.001707362,0,0.001223255,0.000973518,7.03E-06,6.65E-05,0,0,0,0,0,0,0.000986134,7.27E-06,1.24E-05,0.000316719,0.000182581,0,1.41E-05,0,0,0,0,0.000117924,0,0
MH0104,0.036930224,0.025089326,0.011006903,0.011668585,0.005365796,0.013664438,2.36E-05,0.008441446,0.006182718,0.003736061,0.00430264,0.005719383,0.007484125,5.57E-05,0,0.002055438,0.00163139,0,0.004952044,0.000219804,1.82E-05,0.003776648,0.004196704,0,0,5.59E-05,0,2.94E-05,0.001763476,0,0,0.003809123,0.00068588,0.004503925,1.18E-05,0,0,6.24E-06,6.31E-06,2.20E-05,0.00022955,0.000675429,0,0.000124593,0,0,0,0,9.27E-05,0,0
MH0076,0.18509719,0.000528536,0.037704822,0.026850036,0.009165519,0.011275794,0,0.008414821,0.022234719,0.001270622,0.0039932,0.005452173,0.000852516,0,0,0.005289317,0.002765802,0,0.000118009,0.004200152,0,0.002962543,8.31E-06,0,0,0.000426879,3.42E-05,0.000177972,0.000941668,0,9.83E-05,0,8.26E-06,0,1.64E-05,0.000424816,3.84E-05,0,0,0,0.000192697,9.06E-05,0,1.71E-05,0,0.000449422,0,0,0.000180634,0,3.36E-05
MH0083,0.131760747,0.000100237,0.005715043,0.050789366,0.049826303,0.028014316,3.33E-05,0.002235363,0.006396061,0.002843168,0.009515591,0.001318472,0.001179287,1.16E-05,0,0.003491238,0.003216107,0,0.000885401,0.001550872,1.14E-05,0.00769698,0,0.008208697,1.13E-05,0.000267621,0,0.002074667,0.000808038,0.006567116,2.22E-05,0.02429656,0,0,0,0,6.49E-05,0,0,0,0.000131433,0.000164488,0,4.67E-05,0,0,0,0,0.000378938,0,1.15E-05
MH0086,0.108723262,0.001035689,0.035395464,0.069451988,0.013911537,0.065236821,0.003748447,0.011628084,0.058829897,0.016030116,1.92E-05,0.008086087,0.040055662,9.75E-06,0,0.01277322,0.004891084,0,0.000106324,0.023039895,0,0.011476032,9.53E-06,0,2.84E-05,0.000645537,9.70E-06,0.002263454,0.00376887,0,0.002893539,0,9.48E-06,0,0,0,0.0014283,0,1.99E-05,0.000878051,0.000100439,0.000181609,0,1.96E-05,1.85E-05,0,0,0,0.000168406,0,0
MH0453,0.114678632,2.20E-05,0.000946659,0.015806712,0.036853782,0.035707665,5.21E-05,0.006594203,0.000324463,0.000156188,0.004632193,0.00058465,0.000656414,4.53E-05,0.000496507,0.005162582,0.002483432,0,0.000901915,8.27E-05,0,0.000232598,0,0,0,0.000227069,0,0.000529683,6.81E-05,0,1.29E-05,0,0,0.000192323,4.03E-06,0,0.000274074,0,9.23E-06,0,0.000340374,0.000106344,0,9.11E-06,0,0,0,0,7.16E-05,0,0
MH0172,0.152783543,0.000156184,0.038001044,0.029636551,0.013217946,0.020001281,5.43E-05,0.009706009,0.040821278,0.001917071,0.029083175,0.002139902,0.030419278,0.10005803,0,0.008289357,0.002170754,7.70E-06,0.001496464,0.000522512,0.001171616,0.009196962,7.88E-06,0,0.001032593,0.000593469,1.65E-05,0.000942007,0.000594367,0,5.54E-05,0,0,0,0.001012905,0,7.97E-06,0,0,0,7.52E-05,0.000252952,0,1.63E-05,0,0,0,0,0.000104478,0,0
MH0111,0.129827299,0,0.088655909,0.03955547,0.005496332,0.020864926,0,0.007392686,0.032348136,0.002938362,0.000855254,0.002549508,0.002500379,0,0.020032134,0.012919038,0.001433995,0,0.000451073,0.00282571,7.61E-06,0.002169462,0,0,0.000360908,0.000495948,7.57E-06,2.89E-05,0.0009278,1.53E-05,0.003506711,0,0,1.34E-05,0,0,7.55E-06,0,0,6.75E-06,1.56E-05,7.61E-05,0,1.53E-05,0,0,0,0,0.000187737,0,0
MH0243,0.031908037,0.408750129,0.047455266,0.042899525,0.007586134,0.004618984,0.000197505,0.001917656,0.009158749,0.002306306,0.00394259,0.001037073,0.001205216,0.030176606,4.62E-06,0.002616599,0.001641244,0,0.00038965,0.000281821,1.41E-05,0.000886664,0.000143355,0,0,0.000849502,0,8.90E-06,0.000990459,0.006278974,0.000469889,0.003588727,3.86E-05,1.66E-05,5.86E-05,0,0,0,4.77E-06,0,2.89E-05,0.000112863,0,4.71E-06,0,0,0,0,7.87E-05,0,1.85E-05
MH0153,0.166146261,3.63E-05,0.018296807,0.0058855,0.031108837,0.06868627,0.000254268,0.00529812,0.001393729,0.014626072,0.005260631,0.002700443,0.001839096,0,0,0.002312392,0.00422547,7.24E-06,0.008611089,5.12E-05,2.97E-05,0.0046936,0,0.007712348,0,7.65E-06,0,0.002094938,0.004719484,0,2.16E-05,0,0,0.00599534,0.001096504,7.29E-06,0,0,7.90E-06,2.03E-05,0.000156432,0.000672968,0,2.29E-05,0,0.000720901,0,0,0.000166464,0,7.51E-06
MH0404,0.085705489,0.209962506,0.036578334,0.039774584,0.003382403,0.002900411,1.77E-05,0.008014153,0.014635658,0.000118852,0.007116794,0.00342123,0.001612655,1.26E-05,0,0.000925814,0.008941268,0,0.016584083,0.000156682,0,0.002441256,0.003596998,6.95E-06,0.000868019,0.000119571,2.51E-05,0.000125747,0.000359753,0,5.98E-06,0,0.000652855,0,0.004834263,0,0,0,0,2.24E-05,0.000389002,0.00024679,0,4.43E-05,6.32E-06,0,0,0,5.61E-05,0,0
MH0177,0.125267176,0,0.009273293,0.034969912,0.032418749,0.033931841,0.00018607,0.007868046,0.000677465,0.003668812,0.004591675,0.004763768,0.000343624,0,0.023659872,0.002275599,0.004128259,0,0.000177063,0.001005296,7.97E-06,0.003471992,0,0,0.012734504,0.008326712,0,0.000671994,0.001145541,0,0.000380018,0,0,0.000344986,0,0,2.47E-05,0,0,2.16E-05,9.20E-05,0.000384252,0,8.35E-06,0,0.000222502,0,0,3.21E-05,0,0
MH0043,0.204112894,0,0.046154781,0.011551085,0.046773346,0.027976964,3.68E-05,0.010255337,0.001211286,0.001444381,0.004583676,0.001772111,0.000967788,0.011484825,0.024425997,0.012235462,0.009882762,0,0.002629823,0.000366879,0,0.002391532,0,0,0,0.00049413,1.58E-05,0.000105791,0.000113498,0,0.000943388,0,0,0,0.000907724,0,0.000884076,0,0,0,8.18E-05,0.000176994,0,0,8.68E-06,0,0,0,0.000220394,0,0
MH0097,0.084220173,4.86E-05,0.020040404,0.002506002,0.022068898,0.00917015,0.035557257,0.004975137,0.003179994,0.000862323,0.002454064,0.000495385,0.002122004,9.98E-05,0.032761704,0.004418776,0.006347878,0,0.002201445,8.84E-05,8.67E-06,0.002014518,0,0,0.002924217,0.000175661,0,0.000751729,0.000237703,0.000821129,0,0,0,0.003482256,0.001645994,0,5.71E-05,0,8.48E-06,0,2.57E-05,0.00019807,0,8.37E-06,0.000177601,0.000860917,0,0,9.35E-05,0,0.00038653
MH0036,0.151750623,0.000134494,0.058845734,0.005989323,0.001364192,0.004258558,0.000222709,0.01436253,0.006596777,0,0,0.003795008,0.006602574,1.55E-05,0.037091652,0.003318989,0.009512552,0,4.61E-05,7.51E-05,1.49E-05,0.002238781,0.000416645,0,0,1.56E-05,0,0.000132804,0,0,0,0,0.017516139,0.000562934,0,4.44E-05,0,0,0,1.38E-05,1.60E-05,6.23E-05,0,0,0,0,0,0,7.69E-05,0,0
MH0154,0.137268293,0.014755069,0.069618325,0.017972668,0.011357129,0.003024897,0.004031098,0.014605486,0.00981819,0.000166269,0.001630618,0.00998836,0.000708313,0,0,0.011984658,0.004900437,0,0,0.00010028,3.23E-05,0.002902412,0.000136979,0.001770385,0,7.49E-05,0,0.000260855,0.000600862,0.002594743,2.46E-05,0.001702579,0.002964175,0.000169176,0.000259118,0,0,0.000426814,0,0,0.00012838,0.000427325,0,0.00014215,9.37E-05,0,0,0,0.000123632,0,0.000361481
MH0040,0.164940691,0,0.032981239,0.011997565,0.045225003,0.027260833,0,0.005690058,0.002114516,0.000897823,0.007752279,0.000973296,0.000384912,0.013467346,0.033814549,0.003300087,0.004666185,0,0.000392236,0.001940538,1.45E-05,0.000838357,0,0,0,0.00170454,0,0,0.000209407,0,0.000129695,0,0,0,0,0,2.05E-05,0,0,7.83E-05,9.06E-05,0.000205942,0,0,0,0,0,0,0.000131278,0,0
MH0055,0.11709259,0.008025521,0.03853697,0.022270734,0.013493652,0.002500018,0,0.00579716,0.025397441,0.000721815,0.000820932,0.007773295,0.000222052,0.038136635,0,0.036781036,0.002221944,0,0,0.001231675,0,0.003670926,0.005323464,0,0,0.000377151,0,1.32E-05,0.000633619,0,0.001045425,0,0.000828342,0,0,0,1.40E-05,0,0,0,0.00012899,0.000167393,0,0,0,0,0,0,8.28E-05,0,0.000316423
MH0099,0.119272566,7.27E-06,0.050698246,0.018418605,0.021724628,0.023498981,1.65E-05,0.005299158,0.006850521,0.002580283,0.004687868,0.001702887,0.012288825,0,2.98E-05,0.008867962,0.003327977,0,0.001956187,0.000654931,7.32E-06,0.002199002,0.012511698,8.32E-06,7.31E-06,0.00055145,0,0.000852702,0.000208525,0,0.000606469,0,0.001318774,0,0,2.97E-05,0.000244186,0,0,1.34E-05,7.76E-05,6.07E-05,0,7.58E-06,5.10E-06,0,0,0,0.000111826,0,5.21E-05
MH0274,0.476488919,0.011583442,0.000874237,0.046179692,0.024393677,0.03706123,0.002870545,0.042908535,0.00058363,0.0138565,0.004369008,0.003562165,0.007535041,0,0,0.018820514,0.002972729,5.57E-06,0.001113537,0.001272673,0.000267123,0.000448505,0.012089251,0,0.026639446,0.001782125,6.24E-05,0.002107547,0.004240602,4.50E-06,0.000501324,0,0.001833017,3.96E-05,0.000315025,1.02E-05,0,0,9.21E-05,0.000278903,0.001558158,0.000332386,8.93E-06,1.35E-05,0,0,3.32E-05,0,1.77E-05,0.000264061,1.77E-05
MH0187,0.072299868,0.281182577,0.010378052,0.033134059,0.033101563,0.00293188,5.92E-06,0.003829914,0.026446592,0.002349786,0,0.001478068,0.000684296,0,0,0.001270231,0.004483675,0,0.002526533,9.00E-05,0.000237709,0.001422255,0.003468226,0,0.011238267,0.000727039,6.15E-06,8.26E-05,0.0005039,0,0.000187201,0,0.001092553,0,2.34E-05,0,1.91E-05,0,0,0,8.30E-05,6.24E-05,0,6.24E-06,0,0,0,0,6.74E-05,0,0
MH0443,0.149298829,0.000162139,0.076755414,0.058905647,0.019135923,0.017254309,9.20E-05,0.011106927,0.018050155,0.003143532,0.004006668,0.005434033,0.001883961,0,0,0.005497665,0.001740018,0,4.73E-06,0.000159757,0,0.005981255,0.005320648,0.017003852,0,5.26E-05,0,0.000295237,0.004349009,0,3.17E-05,0,0.000537138,0.00057469,0,0,2.38E-05,4.81E-06,0,2.12E-05,6.39E-05,0.000124672,4.32E-05,1.92E-05,0,0,0,0,9.44E-05,0,1.89E-05
MH0151,0.034914049,0.068948556,0.017263865,0.004012703,0.007379095,0.00273278,1.97E-05,0.00327862,0.008321497,0.001203565,0.003256351,0.000679301,0.001332058,0.035977999,0,0.004022181,0.00511335,0,0,0.001905197,0.000121141,0.000688241,0.002627423,0,0.000652765,0.000392259,0,0.000946096,0.000134759,0,0.000262236,0,0.000364702,0.000898466,0.002022941,0,1.38E-05,0.001092278,0,0,2.12E-05,0.000132051,2.04E-05,0,0,0,0,0,5.45E-05,0,1.36E-05
MH0403,0.169577699,0.000139131,0.095525736,0.066482774,0.017942069,0.024429449,0.000143161,0.004123983,0.025937226,0.012645402,0.003169202,0.002232803,0.00034336,0,0,0.012517193,0.005793798,0,0,0.000172872,5.00E-06,0.003273035,0.010415363,0,0,1.03E-05,0,0.001369841,0.00068889,0,0.000129382,0,0.001543922,0.000100125,0.001200675,0,5.62E-06,0,0,9.16E-06,0.000429062,3.63E-05,0,5.18E-06,0,0,0,0,3.05E-05,0,7.12E-05
MH0092,0.243336516,6.85E-05,0.115606928,0.038055227,0.020834373,0.014477442,6.22E-06,0.007618374,0.022697115,0.002504719,0.018131136,0.005922414,0.000213099,4.54E-05,2.56E-05,0.001529079,0.005853802,0,0.00065597,0.000142024,6.66E-06,0.004726043,2.52E-05,0,0,3.25E-05,0,0.001931832,0.001164582,0,0,0,0,5.74E-06,0.000855862,0,1.32E-05,0,0,1.73E-05,0.000280671,0.000309012,0,5.88E-05,0,0,0,0,0.000102677,0,0
MH0189,0.004234731,0.009069366,0.002906452,0.010601998,8.23E-05,0.002545711,0.001753624,0.002029524,0.000997107,0.006859144,1.48E-05,0.000842747,0.000118428,0.02431893,0,0.002306466,0.000692539,0,0.003145824,0,1.47E-05,0.002498237,7.30E-05,0.000622659,0,1.51E-05,0,2.86E-05,0.001477453,0,5.13E-05,0,0,0.003128097,0.001567922,0,0,0,2.30E-05,3.32E-06,0,0.000121158,0,0,0,0,0,0,8.21E-05,0,7.44E-06
MH0014,0.165798604,6.48E-05,0.018501419,0.030026748,0.033510373,0.017044008,0.105378417,0.015227494,0.007172873,0.000659678,0.004972834,0.013431729,0.009064621,1.12E-05,0,0.002481333,0.003469033,1.07E-05,0.0004872,0.000182569,0,0.003061332,0,0,0,0.000302402,0,0.000393186,0.000239416,0,5.40E-05,0,0,0.000227411,1.07E-05,0,0.000503073,0,0,9.94E-06,0.000230117,0.000134382,0,2.25E-05,0.000794473,0,0,0,7.73E-05,0,0
MH0441,0.08460217,9.26E-06,0.021030691,0.075889962,0.014023397,0.02648413,1.37E-05,0.006029842,0.015827032,0.020677579,0.008177313,0.005802232,0.010874828,0,0,0.007526488,0.002624887,0,0.009877764,0.000314469,0,0.002868253,0,5.29E-06,0.008299655,9.14E-05,0,6.38E-05,0.00508089,4.83E-06,0,0,0,0.000369089,0,0,1.51E-05,0,0.000337067,3.84E-05,9.87E-06,0.000163397,0,3.38E-05,0,0,5.58E-05,0,0.000213452,0,0.000838815
MH0203,0.163503607,0,0.033859566,0.017899343,0.068301188,0.061163409,4.09E-06,0.007070731,0.005924008,0.051993027,0.005867068,0.011086588,0.002297864,0,0,0.012567869,0.002607613,0,2.39E-05,0.000669621,0.000123645,0.016573965,5.63E-06,1.07E-05,0.001093094,2.91E-05,0,0.000225182,0.004007668,0,0,0.007375019,2.25E-05,0.005460372,0.001682907,0,3.51E-05,0,0,0.000494023,0.000268692,0.001446762,0,0.000243064,5.24E-07,0,0,0,0.000101014,0,0
MH0130,0.025293689,0.360922265,0.039811984,0.009295576,0.001546275,0.005712685,0,0.001562659,0.002708568,0.000342759,0.002331079,0.000948251,0.002866812,0.090903963,0,0.001010117,0.001485816,0,0.000349995,0.000101029,0.000291588,0.001691157,0.003009936,0.001319963,0,0,0,0.000396966,0.000272286,0.004114485,1.52E-05,8.10E-05,0.00027211,0.000568189,0.000781045,0,0,0.002699657,0,0,4.13E-05,8.05E-05,0,0,0,0,0,0,3.18E-05,0,0.000301496
MH0123,0.278918617,8.50E-06,0.045293128,0.020908868,0.02754183,0.02663519,4.22E-05,0.006445653,0.032001449,0.002253708,0.02388775,0.003364729,0.001186611,1.76E-05,0,0.004711,0.001448899,0,8.73E-06,0.000194714,0,0.001786599,1.71E-05,0,0.013850125,1.76E-05,0,0.001122225,0.000416704,0,0,0,0,0.000179206,0,0,3.72E-05,0,8.97E-06,7.84E-06,0.000217625,0.000211813,0,0,0,0,0,0,0.000139192,0,0
MH0313,0.053032431,0.405359664,0.039917627,0.021876458,0.003573236,0.007437308,4.72E-06,0.002504545,0.012260616,0.001392493,0.007332142,0.000841169,0.001019063,0.014987742,0.049036574,0.002639454,0.004771117,0,0.000292411,0.000724344,0,0.001880358,0.003001519,6.14E-06,1.08E-05,8.37E-05,0,0.000555965,0.000750554,5.60E-06,0.000894336,0,0.000345082,0,0,0,0,0,0,4.96E-06,4.59E-05,0.000111597,0.00052178,2.24E-05,6.00E-07,0,0,0,6.60E-05,0,0
MH0170,0.239452273,0.000407662,0.093407236,0.038588004,0.016184747,0.009587778,0.000166574,0.00583249,0.031465607,0.001657246,0.000489384,0.007114428,0.001679553,0.012076737,0.050773319,0.020697624,0.00273689,0,4.33E-05,0.00172712,0,0.006997452,7.06E-06,8.03E-06,1.41E-05,0.001106783,0,0.000373737,0.000474288,7.33E-06,0.00145929,0,0,0,0,0,0.00075386,0,0.000415224,6.48E-06,6.74E-05,5.12E-05,0,7.32E-06,0,0,0,0,0.000216054,6.92E-06,0
MH0135,0.17054738,0.000118579,0.037712086,0.0208473,0.019414328,0.006302712,0.001007415,0.005758924,0.008003212,0.004270488,0.044457211,0.002837452,0.000687209,1.75E-05,0.005117992,0.0042638,0.005545543,0,0.001361585,0.002672482,3.42E-05,0.003287185,1.70E-05,0,0.008811068,0.002236176,3.48E-05,9.99E-05,0.000835934,2.64E-05,0.001027026,0,0,0.000844088,0.000920323,0,0,0,0,3.11E-05,0.000162211,0.00018466,0,2.64E-05,3.82E-05,0.000573709,0,0,0.000182389,0,8.65E-06
MH0431,0.079630489,2.01E-05,0.027097073,0.006150047,0.051115919,0.002249536,0.003800239,0.002340963,0.003657563,0.01205045,0.007506137,0.000411181,0.000646603,0,0,0.003022776,0.005826429,0,0.056779685,0.012926492,0.000939513,0.002566482,0.00520956,1.14E-05,0.010803264,0.000279143,5.15E-06,0.001741624,0.001390108,5.21E-06,0.000209647,0,0.000904121,0.001867477,0,0,0.000269257,0,0,3.22E-05,4.79E-05,0.000164673,0,1.56E-05,0,5.06E-05,0,0,6.67E-05,0,0.000398835
MH0094,0.226251089,0.053541976,0.030152185,0.015441049,0.015396775,0.004443201,2.20E-05,0.006212902,0.014689748,0.000123691,0.013184763,0.001816116,0.000143442,0,0.032907688,0.002385649,0.004781538,0,0,0.000742016,0,0.0012992,0.006953688,0,0.002770507,0.000182515,0,0.001461337,0.00010806,0,0.000261865,0,0.000757663,6.70E-06,0.001625308,0,4.33E-05,0,0,0,0.000179269,0.000114019,0,1.52E-05,0,0,0,0,6.73E-05,0,0.000209488
MH0435,0.118109322,5.70E-05,0.072599207,0.052366338,0.017488622,0.022276699,0.000168368,0.004178564,0.016611747,0.006029697,0.015747406,0.002921299,0.000383825,0,0.047218861,0.002451826,0.00263142,0,0,0.001453788,0.000907509,0.002372618,0,0,0,3.89E-05,0,0.000192014,0.00101566,2.74E-05,5.66E-05,0,0,3.44E-05,7.37E-06,0,0,0,0,3.46E-06,0.000183912,7.61E-05,0,5.86E-05,0,0,4.20E-06,0,7.48E-05,0,1.15E-05
MH0030,0.004120011,0.034164057,0.010700843,0.013604924,0.000242602,0.040484644,0,0.00432155,0.007880738,0.000792712,0.001783243,0.000644829,0.000402927,0.023688261,0,0.00722487,0.00042735,0,0,0.001225992,0.001499026,0.003654418,0.000301172,0.000555653,9.78E-05,0.000117696,0,4.79E-05,0.000389491,0,0.000241777,0,0.000106308,0.000490031,0.000807228,0,0,0.000676435,0,0,0,0.000201838,0,0,0,0,0,0,6.63E-05,0,0.000564006
MH0184,0.298790572,6.77E-05,0.090023804,0.024867562,0.056551016,0.018328475,2.97E-05,0.00675859,0.009140187,0.001175156,0.007136737,0.010683848,0.001006954,8.53E-05,3.83E-05,0.01112057,0.004930476,0,1.54E-05,0.013659614,0.002552738,0.004687383,0.004634934,0,0.00257561,0.002744163,7.75E-06,0.001091823,0.000609399,0,0.000557513,1.57E-05,0.001150725,0,0,0,7.77E-06,0,0,0,4.79E-05,8.98E-05,0,3.12E-05,0,0,0,0,7.26E-05,2.22E-05,0
MH0060,0.069153888,1.11E-05,0.017836913,0.021307589,0.009599921,0.002555865,0.000111882,0.007652384,0.001580753,0.001410731,0.00033026,0.00207581,0.00019773,0.012149277,0,0.003826512,0.005007695,0,0.030515846,0.000223514,1.15E-05,0.005163645,0,0.009451707,0,0.000450954,0,0.0002854,0,0,2.19E-05,0,0,0.001562737,0,0,0,0,0,1.03E-05,0.000130736,0.000336158,0,0,0,4.52E-05,0,0,0.00014915,0,0
MH0419,0.114362326,0.016322793,0.022924074,0.042698656,0.076243325,0.008117656,5.56E-05,0.016582646,0.002306055,0.006449165,0.010238864,0.000225105,0.006191838,0.000319607,0.032281441,0.000358217,0.007710895,0,0.000198022,0.000118305,3.93E-05,0.001650605,4.31E-05,0,0,0.000231518,8.81E-06,0,5.15E-05,0,0.000144276,0,4.31E-06,5.50E-05,0.000143995,0,0.00031613,0,0.000122914,0.0005098,0.000306366,0.000656379,0,5.81E-05,0,0.000378001,4.64E-06,0,3.09E-05,0,0.000443314
MH0446,0.079901819,0,0.012694972,0.014510439,0.079823784,0.003989916,3.35E-06,0.004121014,0.003927964,0.003451841,0.010092232,0.003747688,0.00177469,0,0.055099115,0.002874963,0.00803428,0,0.000209248,0.000504979,7.24E-05,0.002338053,0,0,0.000225506,0.000190468,3.50E-06,0.00320974,0.000157067,0,0,0,0,0.00185579,0,0,0,0,7.20E-06,3.13E-05,0.000144955,0.000394305,0,2.83E-05,0,0,0,0,4.17E-05,0,3.48E-06
MH0163,0.063974737,0.000828019,0.108787684,0.049611187,0.014612626,0.032158957,0.011735062,0.015753531,0.022248213,0.01082076,1.15E-05,0.011838342,0.000347799,1.17E-05,3.46E-05,0.015043659,0.002892122,0,0.005309018,0.000112727,0,0.00316537,0,0.034329344,1.13E-05,0,2.32E-05,0.000244211,0.001427633,0,2.21E-05,1.18E-05,0,0.004689149,5.24E-06,0,0,0.000811522,0.000380553,1.29E-05,0.000132208,0.000257485,0,2.35E-05,0,0,0,0,0.000265925,0,1.15E-05
MH0140,0.19052086,0.000558017,0.094262574,0.01345707,0.041887807,0.046185477,0.003418042,0.009869083,0.015124384,0.005706823,0.005645217,0.00299313,0.001187947,0.167136098,6.53E-06,0.003866464,0.005524546,0,0.013601591,0.000146153,6.37E-06,0.004014433,0,7.29E-06,0.0058549,3.31E-05,0,7.54E-05,0.001332492,0,0,0,0,0,0.001442604,0,2.74E-05,0,7.41E-06,5.82E-06,0.000224451,0.000293583,0,4.65E-05,0.000288563,0,0,0,2.67E-05,0,0
