# Comprehensive intervention comparison table
# Generated from 80 intervention results
Gene,Condition,InterventionGene,InterventionMode,WildtypeMean,MutantMean,FoldChange,PercentChange,ZScore,Significant
thrA,slrA_Overexpression,slrA,Overexpression,0.0056,-0.0040,-0.0096,-171.0881,-0.0096,0
thrB,slrA_Overexpression,slrA,Overexpression,0.0061,0.0060,-0.0001,-2.1708,-0.0001,0
thrC,slrA_Overexpression,slrA,Overexpression,-0.0120,-0.0087,0.0034,27.9521,0.0034,0
lysA,slrA_Overexpression,slrA,Overexpression,-0.0064,-0.0027,0.0037,58.2722,0.0037,0
lysC,slrA_Overexpression,slrA,Overexpression,0.0119,0.0012,-0.0107,-90.0584,-0.0107,0
dapA,slrA_Overexpression,slrA,Overexpression,0.0002,-0.0049,-0.0051,-2209.6688,-0.0051,0
dapB,slrA_Overexpression,slrA,Overexpression,-0.0086,0.0036,0.0122,142.0502,0.0122,0
argA,slrA_Overexpression,slrA,Overexpression,-0.0047,-0.0051,-0.0005,-9.8015,-0.0005,0
argB,slrA_Overexpression,slrA,Overexpression,-0.0112,-0.0123,-0.0010,-9.2591,-0.0010,0
argC,slrA_Overexpression,slrA,Overexpression,0.0001,-0.0087,-0.0088,-8955.0498,-0.0088,0
argD,slrA_Overexpression,slrA,Overexpression,-0.0112,-0.0021,0.0091,81.5315,0.0091,0
argE,slrA_Overexpression,slrA,Overexpression,0.0004,-0.0107,-0.0111,-2886.9201,-0.0111,0
argF,slrA_Overexpression,slrA,Overexpression,-0.0077,-0.0087,-0.0009,-12.0077,-0.0009,0
argG,slrA_Overexpression,slrA,Overexpression,-0.0042,-0.0217,-0.0176,-422.6659,-0.0176,0
argH,slrA_Overexpression,slrA,Overexpression,-0.0072,-0.0096,-0.0024,-33.6700,-0.0024,0
hisA,slrA_Overexpression,slrA,Overexpression,0.0046,-0.0017,-0.0063,-136.6488,-0.0063,0
hisB,slrA_Overexpression,slrA,Overexpression,0.0026,-0.0017,-0.0044,-165.8211,-0.0044,0
hisC,slrA_Overexpression,slrA,Overexpression,-0.0034,0.0064,0.0098,287.6782,0.0098,0
hisD,slrA_Overexpression,slrA,Overexpression,-0.0107,-0.0047,0.0060,56.3347,0.0060,0
hisE,slrA_Overexpression,slrA,Overexpression,-0.0058,-0.0006,0.0052,89.6412,0.0052,0
hisF,slrA_Overexpression,slrA,Overexpression,-0.0064,-0.0054,0.0009,14.5611,0.0009,0
hisG,slrA_Overexpression,slrA,Overexpression,-0.0013,-0.0275,-0.0262,-2019.0436,-0.0262,0
trpA,slrA_Overexpression,slrA,Overexpression,-0.0008,-0.0061,-0.0053,-645.4792,-0.0053,0
trpB,slrA_Overexpression,slrA,Overexpression,-0.0035,-0.0145,-0.0110,-312.3146,-0.0110,0
trpC,slrA_Overexpression,slrA,Overexpression,0.0079,-0.0041,-0.0120,-151.6750,-0.0120,0
trpD,slrA_Overexpression,slrA,Overexpression,0.0078,0.0023,-0.0054,-69.9740,-0.0054,0
trpE,slrA_Overexpression,slrA,Overexpression,-0.0032,-0.0149,-0.0117,-365.7952,-0.0117,0
trpF,slrA_Overexpression,slrA,Overexpression,-0.0006,-0.0219,-0.0213,-3528.9883,-0.0213,0
pheA,slrA_Overexpression,slrA,Overexpression,0.0049,-0.0004,-0.0054,-108.4450,-0.0054,0
tyrA,slrA_Overexpression,slrA,Overexpression,-0.0003,-0.0052,-0.0049,-1795.4685,-0.0049,0
glnA,slrA_Overexpression,slrA,Overexpression,-0.0157,-0.0129,0.0028,18.0418,0.0028,0
gltA,slrA_Overexpression,slrA,Overexpression,-0.0112,-0.0095,0.0017,14.8699,0.0017,0
gltB,slrA_Overexpression,slrA,Overexpression,-0.0016,-0.0013,0.0004,22.2615,0.0004,0
gltC,slrA_Overexpression,slrA,Overexpression,-0.0078,-0.0036,0.0042,53.5053,0.0042,0
asnA,slrA_Overexpression,slrA,Overexpression,-0.0011,-0.0190,-0.0179,-1697.2038,-0.0179,0
asnB,slrA_Overexpression,slrA,Overexpression,0.0005,-0.0102,-0.0107,-2031.9109,-0.0107,0
asnC,slrA_Overexpression,slrA,Overexpression,-0.0067,-0.0034,0.0033,49.3321,0.0033,0
metA,slrA_Overexpression,slrA,Overexpression,-0.0042,-0.0025,0.0016,39.1277,0.0016,0
metB,slrA_Overexpression,slrA,Overexpression,-0.0114,-0.0114,0.0001,0.4420,0.0001,0
metC,slrA_Overexpression,slrA,Overexpression,0.0107,-0.0036,-0.0143,-133.5294,-0.0143,0
metE,slrA_Overexpression,slrA,Overexpression,-0.0050,-0.0076,-0.0026,-51.7711,-0.0026,0
metF,slrA_Overexpression,slrA,Overexpression,-0.0060,-0.0074,-0.0013,-22.0419,-0.0013,0
metH,slrA_Overexpression,slrA,Overexpression,-0.0018,-0.0027,-0.0008,-44.4532,-0.0008,0
cysA,slrA_Overexpression,slrA,Overexpression,-0.0039,-0.0023,0.0015,39.4796,0.0015,0
cysB,slrA_Overexpression,slrA,Overexpression,0.0032,-0.0159,-0.0192,-592.8955,-0.0192,0
cysC,slrA_Overexpression,slrA,Overexpression,-0.0057,-0.0041,0.0016,27.4084,0.0016,0
cysD,slrA_Overexpression,slrA,Overexpression,-0.0040,-0.0121,-0.0081,-203.7176,-0.0081,0
cysE,slrA_Overexpression,slrA,Overexpression,-0.0044,-0.0064,-0.0020,-45.1583,-0.0020,0
cysH,slrA_Overexpression,slrA,Overexpression,-0.0126,-0.0142,-0.0015,-12.0258,-0.0015,0
cysI,slrA_Overexpression,slrA,Overexpression,0.0038,-0.0015,-0.0053,-140.5032,-0.0053,0
cysK,slrA_Overexpression,slrA,Overexpression,-0.0027,-0.0039,-0.0012,-44.3832,-0.0012,0
oppA,slrA_Overexpression,slrA,Overexpression,0.0065,-0.0215,-0.0280,-430.4415,-0.0280,0
oppB,slrA_Overexpression,slrA,Overexpression,-0.0058,-0.0106,-0.0048,-83.8885,-0.0048,0
oppC,slrA_Overexpression,slrA,Overexpression,0.0148,0.0139,-0.0009,-6.2156,-0.0009,0
oppD,slrA_Overexpression,slrA,Overexpression,0.0107,0.0006,-0.0101,-94.4657,-0.0101,0
oppF,slrA_Overexpression,slrA,Overexpression,-0.0161,-0.0030,0.0131,81.0939,0.0131,0
dppA,slrA_Overexpression,slrA,Overexpression,0.0018,-0.0048,-0.0065,-369.4989,-0.0065,0
dppB,slrA_Overexpression,slrA,Overexpression,-0.0093,-0.0096,-0.0004,-3.8126,-0.0004,0
dppC,slrA_Overexpression,slrA,Overexpression,0.0049,-0.0022,-0.0071,-144.8672,-0.0071,0
dppD,slrA_Overexpression,slrA,Overexpression,0.0076,-0.0172,-0.0248,-326.9225,-0.0248,0
dppE,slrA_Overexpression,slrA,Overexpression,0.0187,-0.0043,-0.0230,-123.0653,-0.0230,0
dppF,slrA_Overexpression,slrA,Overexpression,-0.0003,0.0026,0.0029,1055.6091,0.0029,0
bcaP,slrA_Overexpression,slrA,Overexpression,0.0043,-0.0058,-0.0101,-235.5732,-0.0101,0
brnQ,slrA_Overexpression,slrA,Overexpression,-0.0065,-0.0102,-0.0037,-56.6610,-0.0037,0
braB,slrA_Overexpression,slrA,Overexpression,0.0154,0.0085,-0.0069,-44.6881,-0.0069,0
glnP,slrA_Overexpression,slrA,Overexpression,0.0125,0.0100,-0.0026,-20.3974,-0.0026,0
glnQ,slrA_Overexpression,slrA,Overexpression,-0.0034,0.0054,0.0088,255.8679,0.0088,0
glnH,slrA_Overexpression,slrA,Overexpression,0.0124,0.0023,-0.0101,-81.3536,-0.0101,0
proP,slrA_Overexpression,slrA,Overexpression,-0.0146,0.0133,0.0279,190.9815,0.0279,0
proV,slrA_Overexpression,slrA,Overexpression,-0.0030,-0.0223,-0.0193,-648.5612,-0.0193,0
proW,slrA_Overexpression,slrA,Overexpression,-0.0071,0.0068,0.0140,195.9921,0.0140,0
proX,slrA_Overexpression,slrA,Overexpression,0.0231,-0.0050,-0.0281,-121.8180,-0.0281,0
gltP,slrA_Overexpression,slrA,Overexpression,0.0127,-0.0042,-0.0169,-133.0966,-0.0169,0
gltS,slrA_Overexpression,slrA,Overexpression,-0.0027,0.0087,0.0114,416.5557,0.0114,0
gltT,slrA_Overexpression,slrA,Overexpression,0.0023,-0.0124,-0.0147,-637.4789,-0.0147,0
dctA,slrA_Overexpression,slrA,Overexpression,0.0009,0.0117,0.0108,1254.2574,0.0108,0
dctB,slrA_Overexpression,slrA,Overexpression,0.0142,0.0070,-0.0072,-50.5739,-0.0072,0
dctP,slrA_Overexpression,slrA,Overexpression,0.0056,-0.0096,-0.0152,-269.5390,-0.0152,0
citM,slrA_Overexpression,slrA,Overexpression,0.0199,-0.0077,-0.0276,-138.6745,-0.0276,0
citH,slrA_Overexpression,slrA,Overexpression,-0.0081,0.0074,0.0155,190.7319,0.0155,0
citP,slrA_Overexpression,slrA,Overexpression,0.0049,-0.0046,-0.0095,-192.7924,-0.0095,0
mntH,slrA_Overexpression,slrA,Overexpression,0.0018,0.0002,-0.0016,-91.3322,-0.0016,0
mntD,slrA_Overexpression,slrA,Overexpression,0.0035,0.0035,-0.0000,-1.0189,-0.0000,0
feuA,slrA_Overexpression,slrA,Overexpression,0.0180,0.0081,-0.0099,-54.8386,-0.0099,0
feuB,slrA_Overexpression,slrA,Overexpression,-0.0105,-0.0000,0.0104,99.6817,0.0104,0
feuC,slrA_Overexpression,slrA,Overexpression,-0.0097,-0.0045,0.0051,53.0853,0.0051,0
feuD,slrA_Overexpression,slrA,Overexpression,-0.0047,0.0241,0.0288,611.6314,0.0288,0
fhuB,slrA_Overexpression,slrA,Overexpression,-0.0155,0.0004,0.0159,102.6400,0.0159,0
fhuC,slrA_Overexpression,slrA,Overexpression,-0.0001,-0.0089,-0.0087,-5978.1547,-0.0087,0
fhuD,slrA_Overexpression,slrA,Overexpression,0.0107,0.0055,-0.0053,-48.9816,-0.0053,0
fhuG,slrA_Overexpression,slrA,Overexpression,0.0095,-0.0024,-0.0119,-125.7794,-0.0119,0
murA,slrA_Overexpression,slrA,Overexpression,-0.0113,0.0012,0.0125,110.8400,0.0125,0
murB,slrA_Overexpression,slrA,Overexpression,-0.0040,-0.0052,-0.0012,-29.4753,-0.0012,0
murC,slrA_Overexpression,slrA,Overexpression,-0.0219,-0.0110,0.0109,49.9646,0.0109,0
murD,slrA_Overexpression,slrA,Overexpression,-0.0189,-0.0126,0.0063,33.1893,0.0063,0
murE,slrA_Overexpression,slrA,Overexpression,-0.0178,-0.0130,0.0049,27.3046,0.0049,0
murF,slrA_Overexpression,slrA,Overexpression,-0.0221,-0.0059,0.0162,73.3155,0.0162,0
murG,slrA_Overexpression,slrA,Overexpression,-0.0172,-0.0016,0.0156,90.7325,0.0156,0
ddlA,slrA_Overexpression,slrA,Overexpression,-0.0146,-0.0062,0.0084,57.6943,0.0084,0
ddlB,slrA_Overexpression,slrA,Overexpression,-0.0240,-0.0085,0.0156,64.7662,0.0156,0
alr,slrA_Overexpression,slrA,Overexpression,-0.0106,-0.0081,0.0025,23.9248,0.0025,0
dat,slrA_Overexpression,slrA,Overexpression,-0.0142,-0.0014,0.0128,90.1928,0.0128,0
glmS,slrA_Overexpression,slrA,Overexpression,-0.0218,-0.0054,0.0164,75.3442,0.0164,0
glmM,slrA_Overexpression,slrA,Overexpression,-0.0160,-0.0164,-0.0004,-2.3698,-0.0004,0
glmU,slrA_Overexpression,slrA,Overexpression,-0.0200,-0.0140,0.0060,30.0191,0.0060,0
mreB,slrA_Overexpression,slrA,Overexpression,-0.0211,-0.0165,0.0046,21.7658,0.0046,0
mreC,slrA_Overexpression,slrA,Overexpression,-0.0192,-0.0133,0.0060,31.0179,0.0060,0
mreD,slrA_Overexpression,slrA,Overexpression,-0.0202,-0.0092,0.0110,54.6110,0.0110,0
rodA,slrA_Overexpression,slrA,Overexpression,-0.0120,-0.0089,0.0031,25.9807,0.0031,0
pbpA,slrA_Overexpression,slrA,Overexpression,-0.0208,-0.0118,0.0090,43.4048,0.0090,0
pbpB,slrA_Overexpression,slrA,Overexpression,-0.0147,-0.0115,0.0032,21.8323,0.0032,0
pbpC,slrA_Overexpression,slrA,Overexpression,-0.0176,-0.0092,0.0085,47.9937,0.0085,0
pbpD,slrA_Overexpression,slrA,Overexpression,-0.0235,-0.0092,0.0144,61.0490,0.0144,0
pbpE,slrA_Overexpression,slrA,Overexpression,-0.0210,-0.0135,0.0075,35.5882,0.0075,0
tagO,slrA_Overexpression,slrA,Overexpression,-0.0160,-0.0122,0.0038,23.8273,0.0038,0
tagA,slrA_Overexpression,slrA,Overexpression,-0.0161,-0.0034,0.0127,78.7016,0.0127,0
tagB,slrA_Overexpression,slrA,Overexpression,-0.0206,-0.0102,0.0104,50.4226,0.0104,0
tagC,slrA_Overexpression,slrA,Overexpression,-0.0167,-0.0027,0.0140,83.9839,0.0140,0
tagD,slrA_Overexpression,slrA,Overexpression,-0.0192,-0.0135,0.0058,29.9425,0.0058,0
tagE,slrA_Overexpression,slrA,Overexpression,-0.0208,-0.0065,0.0143,68.7515,0.0143,0
tagF,slrA_Overexpression,slrA,Overexpression,-0.0199,-0.0064,0.0135,67.7262,0.0135,0
dltA,slrA_Overexpression,slrA,Overexpression,-0.0235,-0.0048,0.0187,79.4456,0.0187,0
dltB,slrA_Overexpression,slrA,Overexpression,-0.0158,-0.0064,0.0094,59.4004,0.0094,0
dltC,slrA_Overexpression,slrA,Overexpression,-0.0149,-0.0121,0.0028,18.5956,0.0028,0
dltD,slrA_Overexpression,slrA,Overexpression,-0.0162,-0.0065,0.0096,59.5502,0.0096,0
dltE,slrA_Overexpression,slrA,Overexpression,-0.0198,-0.0174,0.0025,12.4758,0.0025,0
acnA,slrA_Overexpression,slrA,Overexpression,-0.0210,-0.0083,0.0126,60.1864,0.0126,0
acnB,slrA_Overexpression,slrA,Overexpression,0.0083,0.0009,-0.0074,-88.7434,-0.0074,0
icd,slrA_Overexpression,slrA,Overexpression,0.0035,-0.0168,-0.0203,-574.7277,-0.0203,0
sucC,slrA_Overexpression,slrA,Overexpression,0.0088,-0.0178,-0.0266,-302.6387,-0.0266,0
sucD,slrA_Overexpression,slrA,Overexpression,-0.0036,0.0113,0.0149,415.1510,0.0149,0
sucA,slrA_Overexpression,slrA,Overexpression,0.0040,0.0243,0.0203,502.6509,0.0203,0
sucB,slrA_Overexpression,slrA,Overexpression,-0.0163,0.0064,0.0227,138.9795,0.0227,0
lpd,slrA_Overexpression,slrA,Overexpression,0.0084,-0.0029,-0.0114,-134.9590,-0.0114,0
sdhA,slrA_Overexpression,slrA,Overexpression,-0.0035,-0.0049,-0.0013,-37.7676,-0.0013,0
sdhB,slrA_Overexpression,slrA,Overexpression,0.0021,-0.0042,-0.0062,-298.5998,-0.0062,0
sdhC,slrA_Overexpression,slrA,Overexpression,0.0102,0.0041,-0.0062,-60.3287,-0.0062,0
sdhD,slrA_Overexpression,slrA,Overexpression,-0.0085,-0.0057,0.0028,32.5735,0.0028,0
fumA,slrA_Overexpression,slrA,Overexpression,0.0071,0.0080,0.0009,12.4336,0.0009,0
fumB,slrA_Overexpression,slrA,Overexpression,0.0081,0.0145,0.0064,78.2899,0.0064,0
fumC,slrA_Overexpression,slrA,Overexpression,-0.0062,-0.0031,0.0030,49.0945,0.0030,0
mdh,slrA_Overexpression,slrA,Overexpression,-0.0065,0.0070,0.0135,207.6601,0.0135,0
ctaA,slrA_Overexpression,slrA,Overexpression,0.0057,-0.0160,-0.0218,-380.7670,-0.0218,0
ctaB,slrA_Overexpression,slrA,Overexpression,0.0142,0.0040,-0.0102,-71.9120,-0.0102,0
ctaC,slrA_Overexpression,slrA,Overexpression,0.0078,-0.0117,-0.0195,-249.1860,-0.0195,0
ctaD,slrA_Overexpression,slrA,Overexpression,0.0082,0.0023,-0.0059,-71.5024,-0.0059,0
ctaE,slrA_Overexpression,slrA,Overexpression,0.0149,-0.0080,-0.0229,-154.0377,-0.0229,0
ctaF,slrA_Overexpression,slrA,Overexpression,0.0088,-0.0018,-0.0105,-120.1380,-0.0105,0
qoxA,slrA_Overexpression,slrA,Overexpression,0.0137,0.0049,-0.0088,-63.9840,-0.0088,0
qoxB,slrA_Overexpression,slrA,Overexpression,0.0052,0.0138,0.0085,163.0659,0.0085,0
qoxC,slrA_Overexpression,slrA,Overexpression,0.0139,0.0097,-0.0041,-29.8710,-0.0041,0
qoxD,slrA_Overexpression,slrA,Overexpression,-0.0043,-0.0195,-0.0152,-354.9155,-0.0152,0
qoxE,slrA_Overexpression,slrA,Overexpression,0.0086,0.0032,-0.0053,-62.4125,-0.0053,0
qoxF,slrA_Overexpression,slrA,Overexpression,-0.0053,0.0000,0.0053,100.2834,0.0053,0
cydA,slrA_Overexpression,slrA,Overexpression,0.0124,0.0022,-0.0102,-82.5610,-0.0102,0
cydB,slrA_Overexpression,slrA,Overexpression,0.0127,-0.0010,-0.0137,-108.1318,-0.0137,0
cydC,slrA_Overexpression,slrA,Overexpression,0.0081,-0.0010,-0.0092,-112.8683,-0.0092,0
cydD,slrA_Overexpression,slrA,Overexpression,0.0095,-0.0143,-0.0237,-251.0446,-0.0237,0
atpA,slrA_Overexpression,slrA,Overexpression,0.0018,0.0112,0.0094,519.9757,0.0094,0
atpB,slrA_Overexpression,slrA,Overexpression,0.0019,0.0024,0.0005,26.6101,0.0005,0
atpC,slrA_Overexpression,slrA,Overexpression,-0.0106,-0.0033,0.0073,68.8030,0.0073,0
atpD,slrA_Overexpression,slrA,Overexpression,-0.0067,-0.0044,0.0023,33.8784,0.0023,0
atpE,slrA_Overexpression,slrA,Overexpression,-0.0054,-0.0000,0.0054,99.8609,0.0054,0
atpF,slrA_Overexpression,slrA,Overexpression,-0.0051,-0.0011,0.0040,78.4434,0.0040,0
atpG,slrA_Overexpression,slrA,Overexpression,-0.0050,0.0008,0.0058,116.2118,0.0058,0
atpH,slrA_Overexpression,slrA,Overexpression,-0.0114,0.0054,0.0168,147.4521,0.0168,0
ndh,slrA_Overexpression,slrA,Overexpression,0.0002,0.0018,0.0016,842.2637,0.0016,0
nuoA,slrA_Overexpression,slrA,Overexpression,0.0050,-0.0132,-0.0182,-361.7062,-0.0182,0
nuoB,slrA_Overexpression,slrA,Overexpression,0.0000,0.0014,0.0014,29527.2870,0.0014,0
nuoC,slrA_Overexpression,slrA,Overexpression,-0.0098,-0.0053,0.0046,46.3395,0.0046,0
nuoD,slrA_Overexpression,slrA,Overexpression,0.0233,-0.0016,-0.0249,-106.8595,-0.0249,0
nuoE,slrA_Overexpression,slrA,Overexpression,0.0096,-0.0042,-0.0139,-144.1253,-0.0139,0
nuoF,slrA_Overexpression,slrA,Overexpression,0.0142,0.0038,-0.0104,-73.4379,-0.0104,0
gyrA,slrA_Overexpression,slrA,Overexpression,-0.0019,0.0050,0.0068,366.6260,0.0068,0
gyrB,slrA_Overexpression,slrA,Overexpression,-0.0194,-0.0037,0.0156,80.8542,0.0156,0
parC,slrA_Overexpression,slrA,Overexpression,-0.0078,-0.0092,-0.0014,-17.3076,-0.0014,0
parE,slrA_Overexpression,slrA,Overexpression,0.0096,-0.0031,-0.0127,-132.4284,-0.0127,0
dnaA,slrA_Overexpression,slrA,Overexpression,0.0208,-0.0032,-0.0239,-115.2849,-0.0239,0
dnaB,slrA_Overexpression,slrA,Overexpression,0.0060,-0.0023,-0.0084,-138.5482,-0.0084,0
dnaC,slrA_Overexpression,slrA,Overexpression,-0.0067,-0.0136,-0.0069,-103.5483,-0.0069,0
dnaD,slrA_Overexpression,slrA,Overexpression,-0.0079,0.0006,0.0085,107.4166,0.0085,0
dnaE,slrA_Overexpression,slrA,Overexpression,0.0002,0.0037,0.0035,2154.8218,0.0035,0
dnaF,slrA_Overexpression,slrA,Overexpression,0.0042,0.0086,0.0044,104.2650,0.0044,0
polA,slrA_Overexpression,slrA,Overexpression,-0.0048,0.0072,0.0119,251.2091,0.0119,0
polC,slrA_Overexpression,slrA,Overexpression,-0.0068,-0.0080,-0.0012,-18.2267,-0.0012,0
yorM,slrA_Overexpression,slrA,Overexpression,-0.0109,0.0069,0.0178,163.7184,0.0178,0
recA,slrA_Overexpression,slrA,Overexpression,0.0071,0.0052,-0.0019,-26.8609,-0.0019,0
recB,slrA_Overexpression,slrA,Overexpression,-0.0036,0.0151,0.0187,526.4043,0.0187,0
recC,slrA_Overexpression,slrA,Overexpression,0.0090,0.0108,0.0018,20.1447,0.0018,0
recD,slrA_Overexpression,slrA,Overexpression,-0.0025,0.0038,0.0063,252.5645,0.0063,0
recE,slrA_Overexpression,slrA,Overexpression,-0.0028,0.0032,0.0060,213.4983,0.0060,0
recF,slrA_Overexpression,slrA,Overexpression,-0.0080,0.0147,0.0227,283.1815,0.0227,0
recG,slrA_Overexpression,slrA,Overexpression,-0.0148,0.0050,0.0198,133.8334,0.0198,0
uvrA,slrA_Overexpression,slrA,Overexpression,0.0157,0.0067,-0.0090,-57.4242,-0.0090,0
uvrB,slrA_Overexpression,slrA,Overexpression,-0.0004,0.0026,0.0030,777.7699,0.0030,0
uvrC,slrA_Overexpression,slrA,Overexpression,-0.0008,0.0038,0.0046,549.7720,0.0046,0
mutS,slrA_Overexpression,slrA,Overexpression,-0.0038,-0.0103,-0.0065,-169.5240,-0.0065,0
mutL,slrA_Overexpression,slrA,Overexpression,0.0024,-0.0035,-0.0059,-243.7996,-0.0059,0
mutH,slrA_Overexpression,slrA,Overexpression,-0.0040,0.0032,0.0072,178.7516,0.0072,0
ligA,slrA_Overexpression,slrA,Overexpression,-0.0118,-0.0125,-0.0007,-6.2084,-0.0007,0
ligB,slrA_Overexpression,slrA,Overexpression,-0.0120,-0.0159,-0.0038,-31.8696,-0.0038,0
ligC,slrA_Overexpression,slrA,Overexpression,-0.0230,0.0124,0.0354,154.0845,0.0354,0
topA,slrA_Overexpression,slrA,Overexpression,-0.0041,0.0016,0.0057,138.9935,0.0057,0
topB,slrA_Overexpression,slrA,Overexpression,-0.0012,0.0056,0.0068,566.0272,0.0068,0
rpoA,slrA_Overexpression,slrA,Overexpression,0.0008,0.0163,0.0155,1960.0536,0.0155,0
rpoB,slrA_Overexpression,slrA,Overexpression,0.0095,0.0133,0.0038,39.6062,0.0038,0
rpoC,slrA_Overexpression,slrA,Overexpression,0.0095,0.0018,-0.0077,-80.8157,-0.0077,0
rpoD,slrA_Overexpression,slrA,Overexpression,0.0026,0.0060,0.0034,130.3490,0.0034,0
rpoE,slrA_Overexpression,slrA,Overexpression,-0.0035,0.0167,0.0202,571.3819,0.0202,0
rpsA,slrA_Overexpression,slrA,Overexpression,-0.0077,-0.0176,-0.0100,-130.4720,-0.0100,0
rpsB,slrA_Overexpression,slrA,Overexpression,-0.0071,0.0014,0.0084,119.4308,0.0084,0
rpsC,slrA_Overexpression,slrA,Overexpression,-0.0085,0.0030,0.0114,135.2405,0.0114,0
rpsD,slrA_Overexpression,slrA,Overexpression,0.0119,0.0068,-0.0052,-43.2865,-0.0052,0
rpsE,slrA_Overexpression,slrA,Overexpression,-0.0040,0.0067,0.0107,267.2529,0.0107,0
rplA,slrA_Overexpression,slrA,Overexpression,-0.0003,-0.0073,-0.0070,-2328.8279,-0.0070,0
rplB,slrA_Overexpression,slrA,Overexpression,-0.0060,0.0254,0.0314,520.2043,0.0314,0
rplC,slrA_Overexpression,slrA,Overexpression,0.0088,-0.0007,-0.0095,-108.4518,-0.0095,0
rplD,slrA_Overexpression,slrA,Overexpression,0.0040,-0.0094,-0.0134,-333.7909,-0.0134,0
rplE,slrA_Overexpression,slrA,Overexpression,-0.0289,0.0073,0.0362,125.3636,0.0362,0
tufA,slrA_Overexpression,slrA,Overexpression,0.0008,-0.0037,-0.0044,-576.0448,-0.0044,0
tufB,slrA_Overexpression,slrA,Overexpression,-0.0058,0.0039,0.0097,167.0970,0.0097,0
fusA,slrA_Overexpression,slrA,Overexpression,0.0035,-0.0042,-0.0077,-217.6214,-0.0077,0
tsf,slrA_Overexpression,slrA,Overexpression,0.0021,0.0187,0.0166,807.6520,0.0166,0
infA,slrA_Overexpression,slrA,Overexpression,0.0192,0.0145,-0.0047,-24.3656,-0.0047,0
infB,slrA_Overexpression,slrA,Overexpression,-0.0125,0.0060,0.0185,147.9167,0.0185,0
infC,slrA_Overexpression,slrA,Overexpression,0.0027,-0.0018,-0.0045,-167.6737,-0.0045,0
groL,slrA_Overexpression,slrA,Overexpression,-0.0007,-0.0004,0.0002,37.1727,0.0002,0
groS,slrA_Overexpression,slrA,Overexpression,0.0140,-0.0019,-0.0159,-113.5424,-0.0159,0
dnaK,slrA_Overexpression,slrA,Overexpression,0.0009,-0.0213,-0.0222,-2442.3057,-0.0222,0
dnaJ,slrA_Overexpression,slrA,Overexpression,-0.0074,-0.0062,0.0012,16.6139,0.0012,0
grpE,slrA_Overexpression,slrA,Overexpression,-0.0114,-0.0075,0.0039,34.2758,0.0039,0
clpB,slrA_Overexpression,slrA,Overexpression,0.0111,0.0157,0.0045,40.8513,0.0045,0
clpC,slrA_Overexpression,slrA,Overexpression,0.0028,-0.0081,-0.0109,-382.6818,-0.0109,0
clpE,slrA_Overexpression,slrA,Overexpression,0.0144,0.0135,-0.0009,-6.1527,-0.0009,0
ftsZ,slrA_Overexpression,slrA,Overexpression,0.0127,-0.0065,-0.0192,-151.3876,-0.0192,0
ftsA,slrA_Overexpression,slrA,Overexpression,-0.0029,-0.0010,0.0019,65.8832,0.0019,0
ftsE,slrA_Overexpression,slrA,Overexpression,-0.0049,0.0003,0.0053,106.5342,0.0053,0
ftsX,slrA_Overexpression,slrA,Overexpression,-0.0151,0.0050,0.0201,133.4269,0.0201,0
ftsY,slrA_Overexpression,slrA,Overexpression,-0.0077,-0.0048,0.0029,37.9438,0.0029,0
minC,slrA_Overexpression,slrA,Overexpression,-0.0078,0.0003,0.0081,103.7753,0.0081,0
minD,slrA_Overexpression,slrA,Overexpression,-0.0136,0.0073,0.0210,153.8117,0.0210,0
minE,slrA_Overexpression,slrA,Overexpression,-0.0046,-0.0064,-0.0018,-39.6163,-0.0018,0
secA,slrA_Overexpression,slrA,Overexpression,0.0068,-0.0064,-0.0132,-193.9823,-0.0132,0
secD,slrA_Overexpression,slrA,Overexpression,-0.0098,-0.0087,0.0011,11.3489,0.0011,0
secE,slrA_Overexpression,slrA,Overexpression,0.0098,0.0072,-0.0026,-26.7547,-0.0026,0
secF,slrA_Overexpression,slrA,Overexpression,-0.0139,0.0026,0.0165,118.6885,0.0165,0
secG,slrA_Overexpression,slrA,Overexpression,-0.0118,-0.0149,-0.0031,-26.1263,-0.0031,0
secY,slrA_Overexpression,slrA,Overexpression,0.0117,-0.0127,-0.0244,-208.2238,-0.0244,0
tatA,slrA_Overexpression,slrA,Overexpression,-0.0098,0.0112,0.0210,214.4289,0.0210,0
tatB,slrA_Overexpression,slrA,Overexpression,0.0012,-0.0066,-0.0077,-661.8362,-0.0077,0
tatC,slrA_Overexpression,slrA,Overexpression,-0.0138,0.0154,0.0293,211.3655,0.0293,0
sipS,slrA_Overexpression,slrA,Overexpression,0.0181,-0.0046,-0.0226,-125.2704,-0.0226,0
sipT,slrA_Overexpression,slrA,Overexpression,-0.0109,0.0058,0.0166,153.1975,0.0166,0
sipU,slrA_Overexpression,slrA,Overexpression,0.0093,-0.0200,-0.0294,-314.0088,-0.0294,0
sipV,slrA_Overexpression,slrA,Overexpression,0.0016,-0.0005,-0.0021,-132.5741,-0.0021,0
sipW,slrA_Overexpression,slrA,Overexpression,0.0062,0.0116,0.0055,88.5804,0.0055,0
prfA,slrA_Overexpression,slrA,Overexpression,0.0177,0.0141,-0.0036,-20.2600,-0.0036,0
prfB,slrA_Overexpression,slrA,Overexpression,0.0158,-0.0024,-0.0182,-115.3723,-0.0182,0
