# Comprehensive intervention comparison table
# Generated from 80 intervention results
Gene,Condition,InterventionGene,InterventionMode,WildtypeMean,MutantMean,FoldChange,PercentChange,ZScore,Significant
ywnC,srfAB_Knockout,srfAB,Knockout,-0.0106,0.0090,0.0196,185.2000,0.0196,0
ywnD,srfAB_Knockout,srfAB,Knockout,-0.0046,0.0044,0.0090,197.6512,0.0090,0
ywnE,srfAB_Knockout,srfAB,Knockout,0.0059,0.0116,0.0058,98.1554,0.0058,0
yoaA,srfAB_Knockout,srfAB,Knockout,-0.0001,-0.0076,-0.0075,-11496.5904,-0.0075,0
yoaB,srfAB_Knockout,srfAB,Knockout,0.0021,-0.0052,-0.0073,-344.1665,-0.0073,0
yoaC,srfAB_Knockout,srfAB,Knockout,-0.0103,0.0015,0.0119,114.7682,0.0119,0
yoaD,srfAB_Knockout,srfAB,Knockout,-0.0077,-0.0049,0.0028,36.0069,0.0028,0
yoaE,srfAB_Knockout,srfAB,Knockout,-0.0229,-0.0087,0.0142,62.0500,0.0142,0
yqeA,srfAB_Knockout,srfAB,Knockout,0.0142,-0.0100,-0.0242,-170.7196,-0.0242,0
yqeB,srfAB_Knockout,srfAB,Knockout,0.0152,-0.0127,-0.0279,-183.3457,-0.0279,0
yqeC,srfAB_Knockout,srfAB,Knockout,-0.0015,-0.0172,-0.0158,-1079.4700,-0.0158,0
yqeD,srfAB_Knockout,srfAB,Knockout,-0.0087,0.0038,0.0126,143.9346,0.0126,0
yqeE,srfAB_Knockout,srfAB,Knockout,0.0118,0.0255,0.0138,117.2816,0.0138,0
yvaA,srfAB_Knockout,srfAB,Knockout,-0.0006,0.0081,0.0088,1377.5987,0.0088,0
yvaB,srfAB_Knockout,srfAB,Knockout,-0.0008,0.0252,0.0260,3234.5771,0.0260,0
yvaC,srfAB_Knockout,srfAB,Knockout,-0.0009,-0.0016,-0.0007,-72.4195,-0.0007,0
yvaD,srfAB_Knockout,srfAB,Knockout,-0.0070,-0.0101,-0.0031,-43.8811,-0.0031,0
yvaE,srfAB_Knockout,srfAB,Knockout,-0.0217,-0.0005,0.0212,97.7001,0.0212,0
yvbA,srfAB_Knockout,srfAB,Knockout,-0.0009,0.0010,0.0019,210.5958,0.0019,0
yvbB,srfAB_Knockout,srfAB,Knockout,0.0077,-0.0010,-0.0086,-112.8420,-0.0086,0
yvbC,srfAB_Knockout,srfAB,Knockout,-0.0024,0.0089,0.0113,472.3919,0.0113,0
yvbD,srfAB_Knockout,srfAB,Knockout,-0.0129,0.0011,0.0141,108.8555,0.0141,0
yvbE,srfAB_Knockout,srfAB,Knockout,0.0168,0.0183,0.0015,9.0356,0.0015,0
yvcA,srfAB_Knockout,srfAB,Knockout,-0.0065,-0.0091,-0.0026,-39.2347,-0.0026,0
yvcB,srfAB_Knockout,srfAB,Knockout,0.0009,0.0087,0.0078,868.3500,0.0078,0
yvcC,srfAB_Knockout,srfAB,Knockout,-0.0132,0.0042,0.0174,131.3918,0.0174,0
yvcD,srfAB_Knockout,srfAB,Knockout,-0.0022,0.0003,0.0025,112.2021,0.0025,0
yvcE,srfAB_Knockout,srfAB,Knockout,0.0038,0.0148,0.0109,285.0464,0.0109,0
yvdA,srfAB_Knockout,srfAB,Knockout,0.0055,0.0030,-0.0025,-44.7740,-0.0025,0
yvdB,srfAB_Knockout,srfAB,Knockout,0.0133,0.0140,0.0008,5.8466,0.0008,0
yvdC,srfAB_Knockout,srfAB,Knockout,-0.0087,0.0198,0.0285,326.3769,0.0285,0
yvdD,srfAB_Knockout,srfAB,Knockout,-0.0059,-0.0095,-0.0036,-60.8953,-0.0036,0
yvdE,srfAB_Knockout,srfAB,Knockout,0.0042,-0.0120,-0.0162,-387.9134,-0.0162,0
yveA,srfAB_Knockout,srfAB,Knockout,-0.0038,-0.0158,-0.0120,-312.6112,-0.0120,0
yveB,srfAB_Knockout,srfAB,Knockout,0.0017,0.0057,0.0040,236.6172,0.0040,0
yveC,srfAB_Knockout,srfAB,Knockout,-0.0055,0.0055,0.0110,200.9087,0.0110,0
yveD,srfAB_Knockout,srfAB,Knockout,-0.0111,0.0008,0.0119,107.2425,0.0119,0
yveE,srfAB_Knockout,srfAB,Knockout,0.0016,0.0061,0.0045,279.8621,0.0045,0
yvfA,srfAB_Knockout,srfAB,Knockout,-0.0193,0.0030,0.0223,115.6667,0.0223,0
yvfB,srfAB_Knockout,srfAB,Knockout,0.0135,-0.0078,-0.0213,-157.8153,-0.0213,0
yvfC,srfAB_Knockout,srfAB,Knockout,-0.0101,-0.0062,0.0039,38.2540,0.0039,0
yvfD,srfAB_Knockout,srfAB,Knockout,0.0001,-0.0051,-0.0052,-6664.9944,-0.0052,0
yvfE,srfAB_Knockout,srfAB,Knockout,0.0062,-0.0062,-0.0125,-200.0049,-0.0125,0
yvgA,srfAB_Knockout,srfAB,Knockout,0.0001,0.0176,0.0175,17633.5004,0.0175,0
yvgB,srfAB_Knockout,srfAB,Knockout,-0.0026,-0.0113,-0.0087,-336.9270,-0.0087,0
yvgC,srfAB_Knockout,srfAB,Knockout,-0.0163,-0.0128,0.0034,21.1197,0.0034,0
yvgD,srfAB_Knockout,srfAB,Knockout,0.0195,0.0035,-0.0160,-82.0085,-0.0160,0
yvgE,srfAB_Knockout,srfAB,Knockout,0.0175,-0.0111,-0.0286,-163.5212,-0.0286,0
yvhA,srfAB_Knockout,srfAB,Knockout,-0.0047,0.0061,0.0108,227.9621,0.0108,0
yvhB,srfAB_Knockout,srfAB,Knockout,-0.0109,-0.0038,0.0071,65.4048,0.0071,0
yvhC,srfAB_Knockout,srfAB,Knockout,0.0045,-0.0159,-0.0205,-452.0202,-0.0205,0
yvhD,srfAB_Knockout,srfAB,Knockout,0.0000,-0.0011,-0.0011,-5600.4495,-0.0011,0
yvhE,srfAB_Knockout,srfAB,Knockout,-0.0134,0.0087,0.0221,165.3642,0.0221,0
srfAA,srfAC_Knockout,srfAC,Knockout,0.0044,0.0000,-0.0044,-100.0000,-0.0044,1
srfAB,srfAC_Knockout,srfAC,Knockout,0.0082,-0.0079,-0.0162,-196.6906,-0.0162,0
srfAD,srfAC_Knockout,srfAC,Knockout,0.0065,-0.0086,-0.0151,-233.7707,-0.0151,0
sfp,srfAC_Knockout,srfAC,Knockout,0.0020,-0.0131,-0.0151,-750.9887,-0.0151,0
comS,srfAC_Knockout,srfAC,Knockout,0.0045,-0.0022,-0.0067,-147.7554,-0.0067,0
ycxC,srfAC_Knockout,srfAC,Knockout,0.0073,-0.0079,-0.0152,-209.3136,-0.0152,0
ycxD,srfAC_Knockout,srfAC,Knockout,0.0064,-0.0120,-0.0183,-288.0526,-0.0183,0
fenA,srfAC_Knockout,srfAC,Knockout,0.0089,-0.0091,-0.0179,-202.1467,-0.0179,0
fenB,srfAC_Knockout,srfAC,Knockout,0.0087,-0.0086,-0.0173,-198.4379,-0.0173,0
fenC,srfAC_Knockout,srfAC,Knockout,0.0052,-0.0091,-0.0143,-276.2438,-0.0143,0
fenD,srfAC_Knockout,srfAC,Knockout,0.0074,-0.0097,-0.0171,-230.3875,-0.0171,0
fenE,srfAC_Knockout,srfAC,Knockout,0.0079,-0.0100,-0.0179,-226.1655,-0.0179,0
fgnZ,srfAC_Knockout,srfAC,Knockout,0.0053,-0.0111,-0.0164,-307.8256,-0.0164,0
dhbA,srfAC_Knockout,srfAC,Knockout,0.0057,-0.0121,-0.0177,-312.2602,-0.0177,0
dhbB,srfAC_Knockout,srfAC,Knockout,0.0079,-0.0090,-0.0168,-213.5129,-0.0168,0
dhbC,srfAC_Knockout,srfAC,Knockout,0.0057,-0.0086,-0.0143,-250.4999,-0.0143,0
dhbD,srfAC_Knockout,srfAC,Knockout,0.0052,-0.0103,-0.0155,-296.4512,-0.0155,0
dhbE,srfAC_Knockout,srfAC,Knockout,0.0049,-0.0121,-0.0171,-345.9296,-0.0171,0
dhbF,srfAC_Knockout,srfAC,Knockout,0.0068,-0.0094,-0.0162,-237.1515,-0.0162,0
ituA,srfAC_Knockout,srfAC,Knockout,0.0075,-0.0103,-0.0178,-236.4505,-0.0178,0
ituB,srfAC_Knockout,srfAC,Knockout,0.0077,-0.0096,-0.0174,-224.3612,-0.0174,0
ituC,srfAC_Knockout,srfAC,Knockout,0.0076,-0.0092,-0.0168,-221.1823,-0.0168,0
ituD,srfAC_Knockout,srfAC,Knockout,0.0081,-0.0078,-0.0158,-196.3305,-0.0158,0
bacA,srfAC_Knockout,srfAC,Knockout,0.0055,-0.0097,-0.0152,-274.7975,-0.0152,0
bacB,srfAC_Knockout,srfAC,Knockout,0.0051,-0.0100,-0.0151,-298.7827,-0.0151,0
bacC,srfAC_Knockout,srfAC,Knockout,0.0066,-0.0095,-0.0161,-244.8828,-0.0161,0
bacD,srfAC_Knockout,srfAC,Knockout,0.0078,-0.0087,-0.0165,-211.1737,-0.0165,0
bacE,srfAC_Knockout,srfAC,Knockout,0.0062,-0.0070,-0.0132,-213.3203,-0.0132,0
mycA,srfAC_Knockout,srfAC,Knockout,0.0035,-0.0024,-0.0059,-169.5180,-0.0059,0
mycB,srfAC_Knockout,srfAC,Knockout,0.0042,-0.0112,-0.0154,-369.7180,-0.0154,0
mycC,srfAC_Knockout,srfAC,Knockout,0.0074,-0.0087,-0.0162,-217.4083,-0.0162,0
srfA,srfAC_Knockout,srfAC,Knockout,0.0054,-0.0099,-0.0153,-281.8704,-0.0153,0
pksA,srfAC_Knockout,srfAC,Knockout,0.0071,-0.0146,-0.0216,-305.9210,-0.0216,0
pksB,srfAC_Knockout,srfAC,Knockout,0.0017,-0.0124,-0.0141,-848.3291,-0.0141,0
pksC,srfAC_Knockout,srfAC,Knockout,0.0019,-0.0130,-0.0150,-774.5176,-0.0150,0
pksD,srfAC_Knockout,srfAC,Knockout,0.0036,-0.0151,-0.0187,-523.1996,-0.0187,0
pksE,srfAC_Knockout,srfAC,Knockout,0.0065,-0.0088,-0.0153,-236.4273,-0.0153,0
pksM,srfAC_Knockout,srfAC,Knockout,0.0061,-0.0153,-0.0214,-349.7899,-0.0214,0
pksN,srfAC_Knockout,srfAC,Knockout,0.0045,-0.0112,-0.0157,-348.0069,-0.0157,0
pksR,srfAC_Knockout,srfAC,Knockout,0.0073,-0.0108,-0.0181,-247.7962,-0.0181,0
pksS,srfAC_Knockout,srfAC,Knockout,0.0036,-0.0151,-0.0187,-517.2475,-0.0187,0
ks1,srfAC_Knockout,srfAC,Knockout,0.0038,-0.0138,-0.0175,-465.3387,-0.0175,0
ks2,srfAC_Knockout,srfAC,Knockout,0.0030,-0.0142,-0.0172,-577.9759,-0.0172,0
ks3,srfAC_Knockout,srfAC,Knockout,0.0058,-0.0102,-0.0160,-277.5310,-0.0160,0
at1,srfAC_Knockout,srfAC,Knockout,0.0053,-0.0064,-0.0117,-221.6600,-0.0117,0
at2,srfAC_Knockout,srfAC,Knockout,0.0049,-0.0130,-0.0179,-363.5942,-0.0179,0
at3,srfAC_Knockout,srfAC,Knockout,0.0020,-0.0129,-0.0149,-752.6888,-0.0149,0
dh1,srfAC_Knockout,srfAC,Knockout,0.0062,-0.0123,-0.0185,-296.4046,-0.0185,0
dh2,srfAC_Knockout,srfAC,Knockout,0.0046,-0.0133,-0.0179,-391.4355,-0.0179,0
kr1,srfAC_Knockout,srfAC,Knockout,-0.0007,-0.0141,-0.0134,-1899.5833,-0.0134,0
kr2,srfAC_Knockout,srfAC,Knockout,0.0085,-0.0135,-0.0220,-260.0466,-0.0220,0
acyl,srfAC_Knockout,srfAC,Knockout,0.0074,-0.0143,-0.0217,-294.5404,-0.0217,0
malonyl,srfAC_Knockout,srfAC,Knockout,0.0047,-0.0110,-0.0157,-333.4025,-0.0157,0
methyl,srfAC_Knockout,srfAC,Knockout,0.0102,-0.0091,-0.0193,-189.6722,-0.0193,0
comA,srfAC_Knockout,srfAC,Knockout,0.0003,0.0047,0.0044,1659.1878,0.0044,0
comK,srfAC_Knockout,srfAC,Knockout,0.0045,0.0129,0.0084,187.8327,0.0084,0
comP,srfAC_Knockout,srfAC,Knockout,-0.0098,0.0160,0.0258,262.6449,0.0258,0
comQ,srfAC_Knockout,srfAC,Knockout,-0.0006,-0.0037,-0.0031,-508.2661,-0.0031,0
spo0A,srfAC_Knockout,srfAC,Knockout,0.0009,0.0035,0.0026,304.2679,0.0026,0
spo0F,srfAC_Knockout,srfAC,Knockout,-0.0218,0.0038,0.0255,117.3124,0.0255,0
spo0B,srfAC_Knockout,srfAC,Knockout,-0.0159,-0.0261,-0.0102,-63.7031,-0.0102,0
spo0E,srfAC_Knockout,srfAC,Knockout,-0.0011,0.0042,0.0054,471.6061,0.0054,0
abrB,srfAC_Knockout,srfAC,Knockout,-0.0014,0.0002,0.0016,116.7613,0.0016,0
abnB,srfAC_Knockout,srfAC,Knockout,0.0120,0.0148,0.0028,23.5048,0.0028,0
sigH,srfAC_Knockout,srfAC,Knockout,0.0133,-0.0102,-0.0235,-176.7544,-0.0235,0
sigA,srfAC_Knockout,srfAC,Knockout,-0.0109,0.0067,0.0176,160.9004,0.0176,0
sigB,srfAC_Knockout,srfAC,Knockout,-0.0106,-0.0191,-0.0085,-79.9550,-0.0085,0
sigE,srfAC_Knockout,srfAC,Knockout,0.0001,0.0016,0.0015,1250.2120,0.0015,0
sigF,srfAC_Knockout,srfAC,Knockout,-0.0065,-0.0037,0.0028,42.9037,0.0028,0
sigG,srfAC_Knockout,srfAC,Knockout,-0.0025,0.0142,0.0167,680.1596,0.0167,0
degU,srfAC_Knockout,srfAC,Knockout,0.0098,-0.0112,-0.0209,-214.6303,-0.0209,0
degQ,srfAC_Knockout,srfAC,Knockout,0.0065,-0.0127,-0.0192,-293.9902,-0.0192,0
phrC,srfAC_Knockout,srfAC,Knockout,-0.0004,0.0039,0.0043,1119.1267,0.0043,0
sinI,srfAC_Knockout,srfAC,Knockout,0.0022,-0.0000,-0.0022,-100.0397,-0.0022,0
sinR,srfAC_Knockout,srfAC,Knockout,0.0091,0.0003,-0.0089,-96.9460,-0.0089,0
slrA,srfAC_Knockout,srfAC,Knockout,0.0045,-0.0085,-0.0130,-289.5468,-0.0130,0
spx,srfAC_Knockout,srfAC,Knockout,-0.0086,0.0026,0.0112,130.1249,0.0112,0
clpX,srfAC_Knockout,srfAC,Knockout,0.0012,-0.0043,-0.0055,-458.0512,-0.0055,0
clpP,srfAC_Knockout,srfAC,Knockout,-0.0050,-0.0128,-0.0078,-155.2995,-0.0078,0
codY,srfAC_Knockout,srfAC,Knockout,0.0014,-0.0058,-0.0071,-515.0954,-0.0071,0
ccpA,srfAC_Knockout,srfAC,Knockout,0.0069,0.0080,0.0011,15.6099,0.0011,0
lutR,srfAC_Knockout,srfAC,Knockout,-0.0069,-0.0102,-0.0033,-48.2310,-0.0033,0
lutP,srfAC_Knockout,srfAC,Knockout,0.0151,0.0003,-0.0148,-97.8522,-0.0148,0
alsR,srfAC_Knockout,srfAC,Knockout,0.0023,-0.0009,-0.0033,-140.3515,-0.0033,0
alsS,srfAC_Knockout,srfAC,Knockout,-0.0023,-0.0062,-0.0039,-174.0072,-0.0039,0
rocR,srfAC_Knockout,srfAC,Knockout,-0.0104,-0.0006,0.0098,94.0782,0.0098,0
rocD,srfAC_Knockout,srfAC,Knockout,-0.0080,-0.0013,0.0067,83.7571,0.0067,0
glnR,srfAC_Knockout,srfAC,Knockout,0.0015,0.0005,-0.0010,-68.9883,-0.0010,0
fur,srfAC_Knockout,srfAC,Knockout,-0.0054,-0.0097,-0.0043,-79.8512,-0.0043,0
perR,srfAC_Knockout,srfAC,Knockout,0.0053,-0.0011,-0.0064,-120.2586,-0.0064,0
catR,srfAC_Knockout,srfAC,Knockout,-0.0004,-0.0075,-0.0070,-1630.3189,-0.0070,0
katA,srfAC_Knockout,srfAC,Knockout,-0.0113,-0.0054,0.0059,52.4598,0.0059,0
katB,srfAC_Knockout,srfAC,Knockout,0.0195,-0.0158,-0.0353,-181.0109,-0.0353,0
katE,srfAC_Knockout,srfAC,Knockout,0.0075,-0.0071,-0.0146,-195.0138,-0.0146,0
ahpC,srfAC_Knockout,srfAC,Knockout,0.0151,0.0000,-0.0151,-99.9587,-0.0151,0
ahpD,srfAC_Knockout,srfAC,Knockout,0.0166,-0.0127,-0.0294,-176.4132,-0.0294,0
ahpF,srfAC_Knockout,srfAC,Knockout,0.0018,0.0059,0.0041,226.9552,0.0041,0
msaAB,srfAC_Knockout,srfAC,Knockout,0.0032,0.0037,0.0004,13.5249,0.0004,0
msaB,srfAC_Knockout,srfAC,Knockout,0.0094,0.0034,-0.0060,-63.3221,-0.0060,0
trxA,srfAC_Knockout,srfAC,Knockout,-0.0097,-0.0150,-0.0052,-53.8359,-0.0052,0
trxB,srfAC_Knockout,srfAC,Knockout,0.0191,0.0141,-0.0050,-26.1220,-0.0050,0
trxC,srfAC_Knockout,srfAC,Knockout,-0.0007,0.0018,0.0025,367.1120,0.0025,0
gor,srfAC_Knockout,srfAC,Knockout,0.0156,-0.0012,-0.0168,-107.4574,-0.0168,0
tpx,srfAC_Knockout,srfAC,Knockout,0.0094,-0.0036,-0.0130,-137.8738,-0.0130,0
bcp,srfAC_Knockout,srfAC,Knockout,0.0046,0.0065,0.0019,42.4262,0.0019,0
sodA,srfAC_Knockout,srfAC,Knockout,-0.0109,0.0153,0.0262,239.8753,0.0262,0
sodF,srfAC_Knockout,srfAC,Knockout,0.0002,-0.0026,-0.0028,-1141.7839,-0.0028,0
mntA,srfAC_Knockout,srfAC,Knockout,-0.0025,0.0024,0.0048,194.1355,0.0048,0
mntB,srfAC_Knockout,srfAC,Knockout,0.0091,-0.0014,-0.0104,-115.1877,-0.0104,0
mntC,srfAC_Knockout,srfAC,Knockout,-0.0072,0.0070,0.0142,197.1956,0.0142,0
zur,srfAC_Knockout,srfAC,Knockout,-0.0030,0.0085,0.0115,377.5641,0.0115,0
znuA,srfAC_Knockout,srfAC,Knockout,0.0135,-0.0053,-0.0188,-139.4360,-0.0188,0
znuB,srfAC_Knockout,srfAC,Knockout,-0.0081,-0.0130,-0.0049,-60.9511,-0.0049,0
znuC,srfAC_Knockout,srfAC,Knockout,-0.0018,-0.0043,-0.0025,-135.7644,-0.0025,0
ilvA,srfAC_Knockout,srfAC,Knockout,-0.0224,-0.0008,0.0216,96.4498,0.0216,0
ilvB,srfAC_Knockout,srfAC,Knockout,0.0004,-0.0113,-0.0117,-3125.8056,-0.0117,0
ilvC,srfAC_Knockout,srfAC,Knockout,-0.0012,-0.0076,-0.0065,-545.5975,-0.0065,0
ilvD,srfAC_Knockout,srfAC,Knockout,0.0045,0.0014,-0.0032,-70.1003,-0.0032,0
ilvE,srfAC_Knockout,srfAC,Knockout,0.0005,-0.0185,-0.0190,-3911.1259,-0.0190,0
leuA,srfAC_Knockout,srfAC,Knockout,0.0100,-0.0104,-0.0204,-203.4768,-0.0204,0
leuB,srfAC_Knockout,srfAC,Knockout,-0.0050,-0.0135,-0.0085,-171.7625,-0.0085,0
leuC,srfAC_Knockout,srfAC,Knockout,0.0017,-0.0122,-0.0139,-834.3068,-0.0139,0
leuD,srfAC_Knockout,srfAC,Knockout,-0.0035,-0.0039,-0.0005,-13.2239,-0.0005,0
valS,srfAC_Knockout,srfAC,Knockout,0.0025,-0.0178,-0.0203,-825.8843,-0.0203,0
valT,srfAC_Knockout,srfAC,Knockout,-0.0091,-0.0040,0.0051,55.6411,0.0051,0
valU,srfAC_Knockout,srfAC,Knockout,-0.0006,-0.0216,-0.0210,-3315.2966,-0.0210,0
thrA,srfAC_Knockout,srfAC,Knockout,0.0056,-0.0040,-0.0096,-171.0881,-0.0096,0
thrB,srfAC_Knockout,srfAC,Knockout,0.0061,0.0060,-0.0001,-2.1708,-0.0001,0
thrC,srfAC_Knockout,srfAC,Knockout,-0.0120,-0.0087,0.0034,27.9521,0.0034,0
lysA,srfAC_Knockout,srfAC,Knockout,-0.0064,-0.0027,0.0037,58.2722,0.0037,0
lysC,srfAC_Knockout,srfAC,Knockout,0.0119,0.0012,-0.0107,-90.0584,-0.0107,0
dapA,srfAC_Knockout,srfAC,Knockout,0.0002,-0.0049,-0.0051,-2209.6688,-0.0051,0
dapB,srfAC_Knockout,srfAC,Knockout,-0.0086,0.0036,0.0122,142.0502,0.0122,0
argA,srfAC_Knockout,srfAC,Knockout,-0.0047,-0.0051,-0.0005,-9.8015,-0.0005,0
argB,srfAC_Knockout,srfAC,Knockout,-0.0112,-0.0123,-0.0010,-9.2591,-0.0010,0
argC,srfAC_Knockout,srfAC,Knockout,0.0001,-0.0087,-0.0088,-8955.0498,-0.0088,0
argD,srfAC_Knockout,srfAC,Knockout,-0.0112,-0.0021,0.0091,81.5315,0.0091,0
argE,srfAC_Knockout,srfAC,Knockout,0.0004,-0.0107,-0.0111,-2886.9201,-0.0111,0
argF,srfAC_Knockout,srfAC,Knockout,-0.0077,-0.0087,-0.0009,-12.0077,-0.0009,0
argG,srfAC_Knockout,srfAC,Knockout,-0.0042,-0.0217,-0.0176,-422.6659,-0.0176,0
argH,srfAC_Knockout,srfAC,Knockout,-0.0072,-0.0096,-0.0024,-33.6700,-0.0024,0
hisA,srfAC_Knockout,srfAC,Knockout,0.0046,-0.0017,-0.0063,-136.6488,-0.0063,0
hisB,srfAC_Knockout,srfAC,Knockout,0.0026,-0.0017,-0.0044,-165.8211,-0.0044,0
hisC,srfAC_Knockout,srfAC,Knockout,-0.0034,0.0064,0.0098,287.6782,0.0098,0
hisD,srfAC_Knockout,srfAC,Knockout,-0.0107,-0.0047,0.0060,56.3347,0.0060,0
hisE,srfAC_Knockout,srfAC,Knockout,-0.0058,-0.0006,0.0052,89.6412,0.0052,0
hisF,srfAC_Knockout,srfAC,Knockout,-0.0064,-0.0054,0.0009,14.5611,0.0009,0
hisG,srfAC_Knockout,srfAC,Knockout,-0.0013,-0.0275,-0.0262,-2019.0436,-0.0262,0
trpA,srfAC_Knockout,srfAC,Knockout,-0.0008,-0.0061,-0.0053,-645.4792,-0.0053,0
trpB,srfAC_Knockout,srfAC,Knockout,-0.0035,-0.0145,-0.0110,-312.3146,-0.0110,0
trpC,srfAC_Knockout,srfAC,Knockout,0.0079,-0.0041,-0.0120,-151.6750,-0.0120,0
trpD,srfAC_Knockout,srfAC,Knockout,0.0078,0.0023,-0.0054,-69.9740,-0.0054,0
trpE,srfAC_Knockout,srfAC,Knockout,-0.0032,-0.0149,-0.0117,-365.7952,-0.0117,0
trpF,srfAC_Knockout,srfAC,Knockout,-0.0006,-0.0219,-0.0213,-3528.9883,-0.0213,0
pheA,srfAC_Knockout,srfAC,Knockout,0.0049,-0.0004,-0.0054,-108.4450,-0.0054,0
tyrA,srfAC_Knockout,srfAC,Knockout,-0.0003,-0.0052,-0.0049,-1795.4685,-0.0049,0
glnA,srfAC_Knockout,srfAC,Knockout,-0.0157,-0.0129,0.0028,18.0418,0.0028,0
gltA,srfAC_Knockout,srfAC,Knockout,-0.0112,-0.0095,0.0017,14.8699,0.0017,0
gltB,srfAC_Knockout,srfAC,Knockout,-0.0016,-0.0013,0.0004,22.2615,0.0004,0
gltC,srfAC_Knockout,srfAC,Knockout,-0.0078,-0.0036,0.0042,53.5053,0.0042,0
asnA,srfAC_Knockout,srfAC,Knockout,-0.0011,-0.0190,-0.0179,-1697.2038,-0.0179,0
asnB,srfAC_Knockout,srfAC,Knockout,0.0005,-0.0102,-0.0107,-2031.9109,-0.0107,0
asnC,srfAC_Knockout,srfAC,Knockout,-0.0067,-0.0034,0.0033,49.3321,0.0033,0
metA,srfAC_Knockout,srfAC,Knockout,-0.0042,-0.0025,0.0016,39.1277,0.0016,0
metB,srfAC_Knockout,srfAC,Knockout,-0.0114,-0.0114,0.0001,0.4420,0.0001,0
metC,srfAC_Knockout,srfAC,Knockout,0.0107,-0.0036,-0.0143,-133.5294,-0.0143,0
metE,srfAC_Knockout,srfAC,Knockout,-0.0050,-0.0076,-0.0026,-51.7711,-0.0026,0
metF,srfAC_Knockout,srfAC,Knockout,-0.0060,-0.0074,-0.0013,-22.0419,-0.0013,0
metH,srfAC_Knockout,srfAC,Knockout,-0.0018,-0.0027,-0.0008,-44.4532,-0.0008,0
cysA,srfAC_Knockout,srfAC,Knockout,-0.0039,-0.0023,0.0015,39.4796,0.0015,0
cysB,srfAC_Knockout,srfAC,Knockout,0.0032,-0.0159,-0.0192,-592.8955,-0.0192,0
cysC,srfAC_Knockout,srfAC,Knockout,-0.0057,-0.0041,0.0016,27.4084,0.0016,0
cysD,srfAC_Knockout,srfAC,Knockout,-0.0040,-0.0121,-0.0081,-203.7176,-0.0081,0
cysE,srfAC_Knockout,srfAC,Knockout,-0.0044,-0.0064,-0.0020,-45.1583,-0.0020,0
cysH,srfAC_Knockout,srfAC,Knockout,-0.0126,-0.0142,-0.0015,-12.0258,-0.0015,0
cysI,srfAC_Knockout,srfAC,Knockout,0.0038,-0.0015,-0.0053,-140.5032,-0.0053,0
cysK,srfAC_Knockout,srfAC,Knockout,-0.0027,-0.0039,-0.0012,-44.3832,-0.0012,0
oppA,srfAC_Knockout,srfAC,Knockout,0.0065,-0.0215,-0.0280,-430.4415,-0.0280,0
oppB,srfAC_Knockout,srfAC,Knockout,-0.0058,-0.0106,-0.0048,-83.8885,-0.0048,0
oppC,srfAC_Knockout,srfAC,Knockout,0.0148,0.0139,-0.0009,-6.2156,-0.0009,0
oppD,srfAC_Knockout,srfAC,Knockout,0.0107,0.0006,-0.0101,-94.4657,-0.0101,0
oppF,srfAC_Knockout,srfAC,Knockout,-0.0161,-0.0030,0.0131,81.0939,0.0131,0
dppA,srfAC_Knockout,srfAC,Knockout,0.0018,-0.0048,-0.0065,-369.4989,-0.0065,0
dppB,srfAC_Knockout,srfAC,Knockout,-0.0093,-0.0096,-0.0004,-3.8126,-0.0004,0
dppC,srfAC_Knockout,srfAC,Knockout,0.0049,-0.0022,-0.0071,-144.8672,-0.0071,0
dppD,srfAC_Knockout,srfAC,Knockout,0.0076,-0.0172,-0.0248,-326.9225,-0.0248,0
dppE,srfAC_Knockout,srfAC,Knockout,0.0187,-0.0043,-0.0230,-123.0653,-0.0230,0
dppF,srfAC_Knockout,srfAC,Knockout,-0.0003,0.0026,0.0029,1055.6091,0.0029,0
bcaP,srfAC_Knockout,srfAC,Knockout,0.0043,-0.0058,-0.0101,-235.5732,-0.0101,0
brnQ,srfAC_Knockout,srfAC,Knockout,-0.0065,-0.0102,-0.0037,-56.6610,-0.0037,0
braB,srfAC_Knockout,srfAC,Knockout,0.0154,0.0085,-0.0069,-44.6881,-0.0069,0
glnP,srfAC_Knockout,srfAC,Knockout,0.0125,0.0100,-0.0026,-20.3974,-0.0026,0
glnQ,srfAC_Knockout,srfAC,Knockout,-0.0034,0.0054,0.0088,255.8679,0.0088,0
glnH,srfAC_Knockout,srfAC,Knockout,0.0124,0.0023,-0.0101,-81.3536,-0.0101,0
proP,srfAC_Knockout,srfAC,Knockout,-0.0146,0.0133,0.0279,190.9815,0.0279,0
proV,srfAC_Knockout,srfAC,Knockout,-0.0030,-0.0223,-0.0193,-648.5612,-0.0193,0
proW,srfAC_Knockout,srfAC,Knockout,-0.0071,0.0068,0.0140,195.9921,0.0140,0
proX,srfAC_Knockout,srfAC,Knockout,0.0231,-0.0050,-0.0281,-121.8180,-0.0281,0
gltP,srfAC_Knockout,srfAC,Knockout,0.0127,-0.0042,-0.0169,-133.0966,-0.0169,0
gltS,srfAC_Knockout,srfAC,Knockout,-0.0027,0.0087,0.0114,416.5557,0.0114,0
gltT,srfAC_Knockout,srfAC,Knockout,0.0023,-0.0124,-0.0147,-637.4789,-0.0147,0
dctA,srfAC_Knockout,srfAC,Knockout,0.0009,0.0117,0.0108,1254.2574,0.0108,0
