# Z-Score comparison matrix: rows=genes, columns=intervention conditions
# Metric: ZScore
# Genes: 495, Conditions: 80
Gene,srfAA_Knockout,srfAB_Knockout,srfAC_Knockout,srfAD_Knockout,sfp_Knockout,comS_Knockout,ycxC_Knockout,ycxD_Knockout,fenA_Knockout,fenB_Knockout,fenC_Knockout,fenD_Knockout,fenE_Knockout,fgnZ_Knockout,dhbA_Knockout,dhbB_Knockout,dhbC_Knockout,dhbD_Knockout,dhbE_Knockout,dhbF_Knockout,ituA_Knockout,ituB_Knockout,ituC_Knockout,ituD_Knockout,bacA_Knockout,bacB_Knockout,bacC_Knockout,bacD_Knockout,bacE_Knockout,mycA_Knockout,mycB_Knockout,mycC_Knockout,srfA_Knockout,comA_Overexpression,comS_Overexpression,comK_Overexpression,comP_Overexpression,comQ_Overexpression,sigH_Overexpression,spo0A_Overexpression,spo0F_Overexpression,spo0B_Overexpression,spo0E_Overexpression,abrB_Overexpression,degU_Overexpression,sinI_Overexpression,sinR_Overexpression,slrA_Overexpression,srfAA_Overexpression,srfAB_Overexpression,srfAC_Overexpression,srfAD_Overexpression,sfp_Overexpression,gltA_Knockdown,acnA_Knockdown,acnB_Knockdown,icd_Knockdown,sucC_Knockdown,sucD_Knockdown,sucA_Knockdown,sucB_Knockdown,lpd_Knockdown,sdhA_Knockdown,sdhB_Knockdown,sdhC_Knockdown,sdhD_Knockdown,fumA_Knockdown,fumB_Knockdown,fumC_Knockdown,mdh_Knockdown,ctaA_Knockdown,ctaB_Knockdown,ctaC_Knockdown,ctaD_Knockdown,ctaE_Knockdown,ctaF_Knockdown,atpA_Knockdown,atpB_Knockdown,atpC_Knockdown,atpD_Knockdown
proP,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279,0.0279
proV,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193,-0.0193
proW,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140,0.0140
proX,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281,-0.0281
qoxA,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088,-0.0088
qoxB,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085
qoxC,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041,-0.0041
qoxD,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152,-0.0152
qoxE,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053
qoxF,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053,0.0053
recA,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019,-0.0019
recB,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187,0.0187
recC,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018
recD,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063,0.0063
recE,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060,0.0060
recF,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227
recG,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198,0.0198
rocD,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067
rocR,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098,0.0098
rodA,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.0031
rplA,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070,-0.0070
rplB,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314
rplC,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095,-0.0095
rplD,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134,-0.0134
rplE,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362,0.0362
rpoA,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155,0.0155
rpoB,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038
rpoC,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077,-0.0077
rpoD,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034
rpoE,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202,0.0202
