pathway	gene1	gene2
Adipocytokine signaling pathway - Homo sapiens (human)	7124	7132
Adipocytokine signaling pathway - Homo sapiens (human)	7124	7133
Adipocytokine signaling pathway - Homo sapiens (human)	7132	8717
Adipocytokine signaling pathway - Homo sapiens (human)	7133	7186
Adipocytokine signaling pathway - Homo sapiens (human)	7186	1147
Adipocytokine signaling pathway - Homo sapiens (human)	7186	2475
Adipocytokine signaling pathway - Homo sapiens (human)	7186	3551
Adipocytokine signaling pathway - Homo sapiens (human)	7186	5599
Adipocytokine signaling pathway - Homo sapiens (human)	7186	5601
Adipocytokine signaling pathway - Homo sapiens (human)	7186	5602
Adipocytokine signaling pathway - Homo sapiens (human)	7186	8517
Adipocytokine signaling pathway - Homo sapiens (human)	79602	10645
Adipocytokine signaling pathway - Homo sapiens (human)	79602	5465
Adipocytokine signaling pathway - Homo sapiens (human)	79602	6794
Adipocytokine signaling pathway - Homo sapiens (human)	79602	84254
Adipocytokine signaling pathway - Homo sapiens (human)	84254	51422
Adipocytokine signaling pathway - Homo sapiens (human)	84254	53632
Adipocytokine signaling pathway - Homo sapiens (human)	84254	5562
Adipocytokine signaling pathway - Homo sapiens (human)	84254	5563
Adipocytokine signaling pathway - Homo sapiens (human)	84254	5564
Adipocytokine signaling pathway - Homo sapiens (human)	84254	5565
Adipocytokine signaling pathway - Homo sapiens (human)	84254	5571
Adipocytokine signaling pathway - Homo sapiens (human)	8517	3667
Adipocytokine signaling pathway - Homo sapiens (human)	8517	4792
Adipocytokine signaling pathway - Homo sapiens (human)	8517	4793
Adipocytokine signaling pathway - Homo sapiens (human)	8517	4794
Adipocytokine signaling pathway - Homo sapiens (human)	8517	8471
Adipocytokine signaling pathway - Homo sapiens (human)	8517	8660
Adipocytokine signaling pathway - Homo sapiens (human)	8717	7186
Adipocytokine signaling pathway - Homo sapiens (human)	9021	3667
Adipocytokine signaling pathway - Homo sapiens (human)	9021	3717
Adipocytokine signaling pathway - Homo sapiens (human)	9021	3953
Adipocytokine signaling pathway - Homo sapiens (human)	9021	8471
Adipocytokine signaling pathway - Homo sapiens (human)	9021	8660
Adipocytokine signaling pathway - Homo sapiens (human)	9370	51094
Adipocytokine signaling pathway - Homo sapiens (human)	9370	79602
Type II diabetes mellitus - Homo sapiens (human)	122809	3643
Type II diabetes mellitus - Homo sapiens (human)	122809	3667
Type II diabetes mellitus - Homo sapiens (human)	122809	8471
Type II diabetes mellitus - Homo sapiens (human)	122809	8660
Type II diabetes mellitus - Homo sapiens (human)	23533	2475
Type II diabetes mellitus - Homo sapiens (human)	23533	5590
Type II diabetes mellitus - Homo sapiens (human)	23533	6517
Type II diabetes mellitus - Homo sapiens (human)	2475	3667
Type II diabetes mellitus - Homo sapiens (human)	2475	8471
Type II diabetes mellitus - Homo sapiens (human)	2475	8660
Type II diabetes mellitus - Homo sapiens (human)	3551	3667
Type II diabetes mellitus - Homo sapiens (human)	3551	8471
Type II diabetes mellitus - Homo sapiens (human)	3551	8660
Type II diabetes mellitus - Homo sapiens (human)	3630	3643
Type II diabetes mellitus - Homo sapiens (human)	3643	3667
Type II diabetes mellitus - Homo sapiens (human)	3643	5594
Type II diabetes mellitus - Homo sapiens (human)	3643	5595
Type II diabetes mellitus - Homo sapiens (human)	3643	8471
Type II diabetes mellitus - Homo sapiens (human)	3643	8660
Type II diabetes mellitus - Homo sapiens (human)	3651	3630
Type II diabetes mellitus - Homo sapiens (human)	3667	23533
Type II diabetes mellitus - Homo sapiens (human)	3667	5290
Type II diabetes mellitus - Homo sapiens (human)	3667	5291
Type II diabetes mellitus - Homo sapiens (human)	3667	5293
Type II diabetes mellitus - Homo sapiens (human)	3667	5294
Type II diabetes mellitus - Homo sapiens (human)	3667	5295
Type II diabetes mellitus - Homo sapiens (human)	3667	5296
Type II diabetes mellitus - Homo sapiens (human)	3667	8503
Type II diabetes mellitus - Homo sapiens (human)	3767	773
Type II diabetes mellitus - Homo sapiens (human)	3767	774
Type II diabetes mellitus - Homo sapiens (human)	3767	775
Type II diabetes mellitus - Homo sapiens (human)	3767	776
Type II diabetes mellitus - Homo sapiens (human)	3767	777
Type II diabetes mellitus - Homo sapiens (human)	3767	8913
Type II diabetes mellitus - Homo sapiens (human)	389692	3630
Type II diabetes mellitus - Homo sapiens (human)	5290	2475
Type II diabetes mellitus - Homo sapiens (human)	5290	5590
Type II diabetes mellitus - Homo sapiens (human)	5290	6517
Type II diabetes mellitus - Homo sapiens (human)	5291	2475
Type II diabetes mellitus - Homo sapiens (human)	5291	5590
Type II diabetes mellitus - Homo sapiens (human)	5291	6517
Type II diabetes mellitus - Homo sapiens (human)	5293	2475
Type II diabetes mellitus - Homo sapiens (human)	5293	5590
Type II diabetes mellitus - Homo sapiens (human)	5293	6517
Type II diabetes mellitus - Homo sapiens (human)	5294	2475
Type II diabetes mellitus - Homo sapiens (human)	5294	5590
Type II diabetes mellitus - Homo sapiens (human)	5294	6517
Type II diabetes mellitus - Homo sapiens (human)	5295	2475
Type II diabetes mellitus - Homo sapiens (human)	5295	5590
Type II diabetes mellitus - Homo sapiens (human)	5295	6517
Type II diabetes mellitus - Homo sapiens (human)	5296	2475
Type II diabetes mellitus - Homo sapiens (human)	5296	5590
Type II diabetes mellitus - Homo sapiens (human)	5296	6517
Type II diabetes mellitus - Homo sapiens (human)	5580	3667
Type II diabetes mellitus - Homo sapiens (human)	5580	8471
Type II diabetes mellitus - Homo sapiens (human)	5580	8660
Type II diabetes mellitus - Homo sapiens (human)	5581	3667
Type II diabetes mellitus - Homo sapiens (human)	5581	8471
Type II diabetes mellitus - Homo sapiens (human)	5581	8660
Type II diabetes mellitus - Homo sapiens (human)	5590	3667
Type II diabetes mellitus - Homo sapiens (human)	5590	8471
Type II diabetes mellitus - Homo sapiens (human)	5590	8660
Type II diabetes mellitus - Homo sapiens (human)	5594	3667
Type II diabetes mellitus - Homo sapiens (human)	5594	8471
Type II diabetes mellitus - Homo sapiens (human)	5594	8660
Type II diabetes mellitus - Homo sapiens (human)	5595	3667
Type II diabetes mellitus - Homo sapiens (human)	5595	8471
Type II diabetes mellitus - Homo sapiens (human)	5595	8660
Type II diabetes mellitus - Homo sapiens (human)	5599	3667
Type II diabetes mellitus - Homo sapiens (human)	5599	8471
Type II diabetes mellitus - Homo sapiens (human)	5599	8660
Type II diabetes mellitus - Homo sapiens (human)	5601	3667
Type II diabetes mellitus - Homo sapiens (human)	5601	8471
Type II diabetes mellitus - Homo sapiens (human)	5601	8660
Type II diabetes mellitus - Homo sapiens (human)	5602	3667
Type II diabetes mellitus - Homo sapiens (human)	5602	8471
Type II diabetes mellitus - Homo sapiens (human)	5602	8660
Type II diabetes mellitus - Homo sapiens (human)	6833	773
Type II diabetes mellitus - Homo sapiens (human)	6833	774
Type II diabetes mellitus - Homo sapiens (human)	6833	775
Type II diabetes mellitus - Homo sapiens (human)	6833	776
Type II diabetes mellitus - Homo sapiens (human)	6833	777
Type II diabetes mellitus - Homo sapiens (human)	6833	8913
Type II diabetes mellitus - Homo sapiens (human)	7124	2475
Type II diabetes mellitus - Homo sapiens (human)	7124	3551
Type II diabetes mellitus - Homo sapiens (human)	7124	5599
Type II diabetes mellitus - Homo sapiens (human)	7124	5601
Type II diabetes mellitus - Homo sapiens (human)	7124	5602
Type II diabetes mellitus - Homo sapiens (human)	773	3630
Type II diabetes mellitus - Homo sapiens (human)	774	3630
Type II diabetes mellitus - Homo sapiens (human)	775	3630
Type II diabetes mellitus - Homo sapiens (human)	776	3630
Type II diabetes mellitus - Homo sapiens (human)	777	3630
Type II diabetes mellitus - Homo sapiens (human)	8471	23533
Type II diabetes mellitus - Homo sapiens (human)	8471	5290
Type II diabetes mellitus - Homo sapiens (human)	8471	5291
Type II diabetes mellitus - Homo sapiens (human)	8471	5293
Type II diabetes mellitus - Homo sapiens (human)	8471	5294
Type II diabetes mellitus - Homo sapiens (human)	8471	5295
Type II diabetes mellitus - Homo sapiens (human)	8471	5296
Type II diabetes mellitus - Homo sapiens (human)	8471	8503
Type II diabetes mellitus - Homo sapiens (human)	8503	2475
Type II diabetes mellitus - Homo sapiens (human)	8503	5590
Type II diabetes mellitus - Homo sapiens (human)	8503	6517
Type II diabetes mellitus - Homo sapiens (human)	8651	3643
Type II diabetes mellitus - Homo sapiens (human)	8651	3667
Type II diabetes mellitus - Homo sapiens (human)	8651	8471
Type II diabetes mellitus - Homo sapiens (human)	8651	8660
Type II diabetes mellitus - Homo sapiens (human)	8660	23533
Type II diabetes mellitus - Homo sapiens (human)	8660	5290
Type II diabetes mellitus - Homo sapiens (human)	8660	5291
Type II diabetes mellitus - Homo sapiens (human)	8660	5293
Type II diabetes mellitus - Homo sapiens (human)	8660	5294
Type II diabetes mellitus - Homo sapiens (human)	8660	5295
Type II diabetes mellitus - Homo sapiens (human)	8660	5296
Type II diabetes mellitus - Homo sapiens (human)	8660	8503
Type II diabetes mellitus - Homo sapiens (human)	8835	3643
Type II diabetes mellitus - Homo sapiens (human)	8835	3667
Type II diabetes mellitus - Homo sapiens (human)	8835	8471
Type II diabetes mellitus - Homo sapiens (human)	8835	8660
Type II diabetes mellitus - Homo sapiens (human)	8913	3630
Type II diabetes mellitus - Homo sapiens (human)	9021	3643
Type II diabetes mellitus - Homo sapiens (human)	9021	3667
Type II diabetes mellitus - Homo sapiens (human)	9021	8471
Type II diabetes mellitus - Homo sapiens (human)	9021	8660
Type II diabetes mellitus - Homo sapiens (human)	9370	6517
Type I diabetes mellitus - Homo sapiens (human)	356	355
Type I diabetes mellitus - Homo sapiens (human)	941	940
Type I diabetes mellitus - Homo sapiens (human)	942	940
Maturity onset diabetes of the young - Homo sapiens (human)	3087	3651
Maturity onset diabetes of the young - Homo sapiens (human)	3110	3651
Maturity onset diabetes of the young - Homo sapiens (human)	3170	3651
Maturity onset diabetes of the young - Homo sapiens (human)	3172	5313
Maturity onset diabetes of the young - Homo sapiens (human)	3172	6514
Maturity onset diabetes of the young - Homo sapiens (human)	3172	6927
Maturity onset diabetes of the young - Homo sapiens (human)	3175	3651
Maturity onset diabetes of the young - Homo sapiens (human)	3175	50674
Maturity onset diabetes of the young - Homo sapiens (human)	3175	6928
Maturity onset diabetes of the young - Homo sapiens (human)	3280	50674
Maturity onset diabetes of the young - Homo sapiens (human)	3651	2494
Maturity onset diabetes of the young - Homo sapiens (human)	3651	3172
Maturity onset diabetes of the young - Homo sapiens (human)	3651	4825
Maturity onset diabetes of the young - Homo sapiens (human)	389692	3630
Maturity onset diabetes of the young - Homo sapiens (human)	389692	3651
Maturity onset diabetes of the young - Homo sapiens (human)	4760	3375
Maturity onset diabetes of the young - Homo sapiens (human)	4760	3630
Maturity onset diabetes of the young - Homo sapiens (human)	4821	3375
Maturity onset diabetes of the young - Homo sapiens (human)	4821	3630
Maturity onset diabetes of the young - Homo sapiens (human)	4821	4825
Maturity onset diabetes of the young - Homo sapiens (human)	50674	4760
Maturity onset diabetes of the young - Homo sapiens (human)	50674	4821
Maturity onset diabetes of the young - Homo sapiens (human)	50674	5078
Maturity onset diabetes of the young - Homo sapiens (human)	50674	5080
Maturity onset diabetes of the young - Homo sapiens (human)	5080	3375
Maturity onset diabetes of the young - Homo sapiens (human)	5080	3630
Maturity onset diabetes of the young - Homo sapiens (human)	5080	3651
Maturity onset diabetes of the young - Homo sapiens (human)	6927	3171
Maturity onset diabetes of the young - Homo sapiens (human)	6927	3172
Maturity onset diabetes of the young - Homo sapiens (human)	6927	3174
Alzheimers disease - Homo sapiens (human)	2	4035
Alzheimers disease - Homo sapiens (human)	23621	351
Alzheimers disease - Homo sapiens (human)	25825	351
Alzheimers disease - Homo sapiens (human)	2932	4137
Alzheimers disease - Homo sapiens (human)	351	2597
Alzheimers disease - Homo sapiens (human)	351	322
Alzheimers disease - Homo sapiens (human)	351	348
Alzheimers disease - Homo sapiens (human)	351	4035
Alzheimers disease - Homo sapiens (human)	4023	4035
Alzheimers disease - Homo sapiens (human)	8883	351
Parkinsons disease - Homo sapiens (human)	27429	54205
Parkinsons disease - Homo sapiens (human)	291	54205
Parkinsons disease - Homo sapiens (human)	292	54205
Parkinsons disease - Homo sapiens (human)	293	54205
Parkinsons disease - Homo sapiens (human)	317	842
Parkinsons disease - Homo sapiens (human)	54205	842
Parkinsons disease - Homo sapiens (human)	5481	54205
Parkinsons disease - Homo sapiens (human)	729317	54205
Parkinsons disease - Homo sapiens (human)	7314	7314
Parkinsons disease - Homo sapiens (human)	7317	7314
Parkinsons disease - Homo sapiens (human)	7318	7314
Parkinsons disease - Homo sapiens (human)	7332	7314
Parkinsons disease - Homo sapiens (human)	7416	54205
Parkinsons disease - Homo sapiens (human)	7417	54205
Parkinsons disease - Homo sapiens (human)	7419	54205
Parkinsons disease - Homo sapiens (human)	83447	54205
Parkinsons disease - Homo sapiens (human)	842	836
Parkinsons disease - Homo sapiens (human)	9246	7314
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	1432	4741
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	1432	4744
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	1432	4747
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	1616	4217
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	317	842
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	4217	5606
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	4217	5608
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	4217	650832
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	54205	842
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5600	4741
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5600	4744
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5600	4747
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5603	4741
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5603	4744
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5603	4747
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5606	1432
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5606	5600
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5606	5603
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5606	6300
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5608	1432
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5608	5600
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5608	5603
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5608	6300
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5630	4741
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5630	4744
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5630	4747
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	572	54205
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	57679	5868
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	57679	5879
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	581	54205
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	596	54205
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5961	4741
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5961	4744
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	5961	4747
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	598	54205
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6300	4741
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6300	4744
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6300	4747
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	650832	1432
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	650832	5600
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	650832	5603
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	650832	6300
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6647	10452
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6647	11261
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6647	4747
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6647	5530
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6647	5532
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6647	5533
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6647	5534
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6647	5535
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6647	596
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6647	63928
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6647	79139
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	6647	84134
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	7124	7132
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	7124	7133
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	7132	1616
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	7133	1616
Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	842	836
Huntingtons disease - Homo sapiens (human)	163688	3064
Huntingtons disease - Homo sapiens (human)	2597	3064
Huntingtons disease - Homo sapiens (human)	2885	3064
Huntingtons disease - Homo sapiens (human)	3064	1387
Huntingtons disease - Homo sapiens (human)	3064	2033
Huntingtons disease - Homo sapiens (human)	3064	3092
Huntingtons disease - Homo sapiens (human)	3064	3093
Huntingtons disease - Homo sapiens (human)	3064	627
Huntingtons disease - Homo sapiens (human)	3092	841
Huntingtons disease - Homo sapiens (human)	51806	3064
Huntingtons disease - Homo sapiens (human)	55081	3092
Huntingtons disease - Homo sapiens (human)	5921	3064
Huntingtons disease - Homo sapiens (human)	7157	3064
Huntingtons disease - Homo sapiens (human)	801	3064
Huntingtons disease - Homo sapiens (human)	805	3064
Huntingtons disease - Homo sapiens (human)	808	3064
Huntingtons disease - Homo sapiens (human)	810	3064
Huntingtons disease - Homo sapiens (human)	841	836
Huntingtons disease - Homo sapiens (human)	875	3064
Huntingtons disease - Homo sapiens (human)	9001	1639
Huntingtons disease - Homo sapiens (human)	9001	3064
Huntingtons disease - Homo sapiens (human)	9611	3064
Dentatorubropallidoluysian atrophy (DRPLA) - Homo sapiens (human)	10458	1822
Dentatorubropallidoluysian atrophy (DRPLA) - Homo sapiens (human)	1822	11059
Dentatorubropallidoluysian atrophy (DRPLA) - Homo sapiens (human)	1822	11060
Dentatorubropallidoluysian atrophy (DRPLA) - Homo sapiens (human)	1822	83737
Dentatorubropallidoluysian atrophy (DRPLA) - Homo sapiens (human)	1822	9223
Dentatorubropallidoluysian atrophy (DRPLA) - Homo sapiens (human)	1822	9863
Dentatorubropallidoluysian atrophy (DRPLA) - Homo sapiens (human)	2597	1822
Dentatorubropallidoluysian atrophy (DRPLA) - Homo sapiens (human)	3630	3643
Dentatorubropallidoluysian atrophy (DRPLA) - Homo sapiens (human)	3643	10458
Dentatorubropallidoluysian atrophy (DRPLA) - Homo sapiens (human)	473	1822
Prion disease - Homo sapiens (human)	3309	5621
Prion disease - Homo sapiens (human)	3329	5621
Prion disease - Homo sapiens (human)	333	5621
Prion disease - Homo sapiens (human)	389672	5621
Prion disease - Homo sapiens (human)	3915	5621
Prion disease - Homo sapiens (human)	3921	5621
Prion disease - Homo sapiens (human)	4780	5621
Prion disease - Homo sapiens (human)	5621	2670
Prion disease - Homo sapiens (human)	596	5621
Vibrio cholerae infection - Homo sapiens (human)	2778	109
Vibrio cholerae infection - Homo sapiens (human)	2778	115
Vibrio cholerae infection - Homo sapiens (human)	30001	9601
Vibrio cholerae infection - Homo sapiens (human)	3784	109
Vibrio cholerae infection - Homo sapiens (human)	3784	115
Vibrio cholerae infection - Homo sapiens (human)	3784	5566
Vibrio cholerae infection - Homo sapiens (human)	3784	5567
Vibrio cholerae infection - Homo sapiens (human)	3784	5568
Vibrio cholerae infection - Homo sapiens (human)	3784	5613
Vibrio cholerae infection - Homo sapiens (human)	3784	5616
Vibrio cholerae infection - Homo sapiens (human)	3784	6558
Vibrio cholerae infection - Homo sapiens (human)	5566	1080
Vibrio cholerae infection - Homo sapiens (human)	5566	109
Vibrio cholerae infection - Homo sapiens (human)	5566	115
Vibrio cholerae infection - Homo sapiens (human)	5567	1080
Vibrio cholerae infection - Homo sapiens (human)	5567	109
Vibrio cholerae infection - Homo sapiens (human)	5567	115
Vibrio cholerae infection - Homo sapiens (human)	5568	1080
Vibrio cholerae infection - Homo sapiens (human)	5568	109
Vibrio cholerae infection - Homo sapiens (human)	5568	115
Vibrio cholerae infection - Homo sapiens (human)	5578	5335
Vibrio cholerae infection - Homo sapiens (human)	5578	5336
Vibrio cholerae infection - Homo sapiens (human)	5578	58
Vibrio cholerae infection - Homo sapiens (human)	5578	59
Vibrio cholerae infection - Homo sapiens (human)	5578	60
Vibrio cholerae infection - Homo sapiens (human)	5578	646048
Vibrio cholerae infection - Homo sapiens (human)	5578	646821
Vibrio cholerae infection - Homo sapiens (human)	5578	648921
Vibrio cholerae infection - Homo sapiens (human)	5578	70
Vibrio cholerae infection - Homo sapiens (human)	5578	71
Vibrio cholerae infection - Homo sapiens (human)	5578	72
Vibrio cholerae infection - Homo sapiens (human)	5579	5335
Vibrio cholerae infection - Homo sapiens (human)	5579	5336
Vibrio cholerae infection - Homo sapiens (human)	5579	58
Vibrio cholerae infection - Homo sapiens (human)	5579	59
Vibrio cholerae infection - Homo sapiens (human)	5579	60
Vibrio cholerae infection - Homo sapiens (human)	5579	646048
Vibrio cholerae infection - Homo sapiens (human)	5579	646821
Vibrio cholerae infection - Homo sapiens (human)	5579	648921
Vibrio cholerae infection - Homo sapiens (human)	5579	70
Vibrio cholerae infection - Homo sapiens (human)	5579	71
Vibrio cholerae infection - Homo sapiens (human)	5579	72
Vibrio cholerae infection - Homo sapiens (human)	5582	5335
Vibrio cholerae infection - Homo sapiens (human)	5582	5336
Vibrio cholerae infection - Homo sapiens (human)	5582	58
Vibrio cholerae infection - Homo sapiens (human)	5582	59
Vibrio cholerae infection - Homo sapiens (human)	5582	60
Vibrio cholerae infection - Homo sapiens (human)	5582	646048
Vibrio cholerae infection - Homo sapiens (human)	5582	646821
Vibrio cholerae infection - Homo sapiens (human)	5582	648921
Vibrio cholerae infection - Homo sapiens (human)	5582	70
Vibrio cholerae infection - Homo sapiens (human)	5582	71
Vibrio cholerae infection - Homo sapiens (human)	5582	72
Vibrio cholerae infection - Homo sapiens (human)	5613	1080
Vibrio cholerae infection - Homo sapiens (human)	5613	109
Vibrio cholerae infection - Homo sapiens (human)	5613	115
Vibrio cholerae infection - Homo sapiens (human)	5616	1080
Vibrio cholerae infection - Homo sapiens (human)	5616	109
Vibrio cholerae infection - Homo sapiens (human)	5616	115
Vibrio cholerae infection - Homo sapiens (human)	6558	109
Vibrio cholerae infection - Homo sapiens (human)	6558	115
Vibrio cholerae infection - Homo sapiens (human)	6558	5566
Vibrio cholerae infection - Homo sapiens (human)	6558	5567
Vibrio cholerae infection - Homo sapiens (human)	6558	5568
Vibrio cholerae infection - Homo sapiens (human)	6558	5613
Vibrio cholerae infection - Homo sapiens (human)	6558	5616
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	102	1839
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	10392	4790
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	10392	5970
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	1147	4792
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	1432	2919
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	1432	3576
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	1445	4067
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	1445	6714
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	150084	7082
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	1839	1956
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	3551	4792
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	3576	3577
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	3576	3579
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	3577	102
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	3579	102
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	3725	2919
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	3725	3576
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	4790	2919
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	4790	3576
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	4790	6352
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	4792	4790
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	4792	5970
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	5058	6416
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	5058	9020
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	50848	7082
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	5599	3725
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	5600	2919
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	5600	3576
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	5601	3725
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	5602	3725
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	5603	2919
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	5603	3576
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	5803	28964
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	58494	7082
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	5970	2919
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	5970	3576
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	5970	6352
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	6300	2919
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	6300	3576
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	6416	5599
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	6416	5601
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	6416	5602
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	6868	1839
Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	83700	7082
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	10092	60
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	10092	646048
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	10092	646821
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	10092	648921
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	10092	71
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	10376	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	10381	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	10382	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	10383	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	112714	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	113457	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	203068	9181
