pathway	gene1	gene2
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	347688	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	347733	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	387	6093
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	387	9475
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	51807	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	56604	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	7277	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	7278	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	7280	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	7454	10092
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	7454	81873
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	7846	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	79861	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	81027	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	81873	60
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	81873	646048
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	81873	646821
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	81873	648921
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	81873	71
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	84617	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	84790	9181
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	8976	10092
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	8976	81873
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	9181	387
Pathogenic Escherichia coli infection - EHEC - Homo sapiens (human)	929	7099
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	10092	60
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	10092	646048
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	10092	646821
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	10092	648921
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	10092	71
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	10376	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	10381	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	10382	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	10383	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	112714	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	113457	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	203068	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	347688	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	347733	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	387	6093
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	387	9475
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	4690	7454
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	4690	8976
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	51807	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	56604	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	7277	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	7278	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	7280	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	7454	10092
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	7454	81873
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	7846	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	79861	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	81027	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	81873	60
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	81873	646048
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	81873	646821
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	81873	648921
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	81873	71
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	8440	7454
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	8440	8976
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	84617	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	84790	9181
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	8976	10092
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	8976	81873
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	9181	387
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	929	7099
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	999	1499
Pathogenic Escherichia coli infection - EPEC - Homo sapiens (human)	999	5578
Colorectal cancer - Homo sapiens (human)	10000	2932
Colorectal cancer - Homo sapiens (human)	10000	572
Colorectal cancer - Homo sapiens (human)	10000	842
Colorectal cancer - Homo sapiens (human)	1499	51176
Colorectal cancer - Homo sapiens (human)	1499	6932
Colorectal cancer - Homo sapiens (human)	1499	6934
Colorectal cancer - Homo sapiens (human)	1499	83439
Colorectal cancer - Homo sapiens (human)	207	2932
Colorectal cancer - Homo sapiens (human)	207	572
Colorectal cancer - Homo sapiens (human)	207	842
Colorectal cancer - Homo sapiens (human)	208	2932
Colorectal cancer - Homo sapiens (human)	208	572
Colorectal cancer - Homo sapiens (human)	208	842
Colorectal cancer - Homo sapiens (human)	2353	595
Colorectal cancer - Homo sapiens (human)	23533	10000
Colorectal cancer - Homo sapiens (human)	23533	207
Colorectal cancer - Homo sapiens (human)	23533	208
Colorectal cancer - Homo sapiens (human)	2932	1499
Colorectal cancer - Homo sapiens (human)	369	5604
Colorectal cancer - Homo sapiens (human)	3725	595
Colorectal cancer - Homo sapiens (human)	3845	23533
Colorectal cancer - Homo sapiens (human)	3845	369
Colorectal cancer - Homo sapiens (human)	3845	5290
Colorectal cancer - Homo sapiens (human)	3845	5291
Colorectal cancer - Homo sapiens (human)	3845	5293
Colorectal cancer - Homo sapiens (human)	3845	5294
Colorectal cancer - Homo sapiens (human)	3845	5295
Colorectal cancer - Homo sapiens (human)	3845	5296
Colorectal cancer - Homo sapiens (human)	3845	5894
Colorectal cancer - Homo sapiens (human)	3845	5900
Colorectal cancer - Homo sapiens (human)	3845	673
Colorectal cancer - Homo sapiens (human)	3845	8503
Colorectal cancer - Homo sapiens (human)	4087	4089
Colorectal cancer - Homo sapiens (human)	4088	4089
Colorectal cancer - Homo sapiens (human)	4609	595
Colorectal cancer - Homo sapiens (human)	51176	332
Colorectal cancer - Homo sapiens (human)	51176	4609
Colorectal cancer - Homo sapiens (human)	51176	595
Colorectal cancer - Homo sapiens (human)	5290	10000
Colorectal cancer - Homo sapiens (human)	5290	207
Colorectal cancer - Homo sapiens (human)	5290	208
Colorectal cancer - Homo sapiens (human)	5291	10000
Colorectal cancer - Homo sapiens (human)	5291	207
Colorectal cancer - Homo sapiens (human)	5291	208
Colorectal cancer - Homo sapiens (human)	5293	10000
Colorectal cancer - Homo sapiens (human)	5293	207
Colorectal cancer - Homo sapiens (human)	5293	208
Colorectal cancer - Homo sapiens (human)	5294	10000
Colorectal cancer - Homo sapiens (human)	5294	207
Colorectal cancer - Homo sapiens (human)	5294	208
Colorectal cancer - Homo sapiens (human)	5295	10000
Colorectal cancer - Homo sapiens (human)	5295	207
Colorectal cancer - Homo sapiens (human)	5295	208
Colorectal cancer - Homo sapiens (human)	5296	10000
Colorectal cancer - Homo sapiens (human)	5296	207
Colorectal cancer - Homo sapiens (human)	5296	208
Colorectal cancer - Homo sapiens (human)	5594	2353
Colorectal cancer - Homo sapiens (human)	5594	3725
Colorectal cancer - Homo sapiens (human)	5594	4609
Colorectal cancer - Homo sapiens (human)	5595	2353
Colorectal cancer - Homo sapiens (human)	5595	3725
Colorectal cancer - Homo sapiens (human)	5595	4609
Colorectal cancer - Homo sapiens (human)	5604	5594
Colorectal cancer - Homo sapiens (human)	5604	5595
Colorectal cancer - Homo sapiens (human)	581	596
Colorectal cancer - Homo sapiens (human)	5879	5599
Colorectal cancer - Homo sapiens (human)	5879	5601
Colorectal cancer - Homo sapiens (human)	5879	5602
Colorectal cancer - Homo sapiens (human)	5880	5599
Colorectal cancer - Homo sapiens (human)	5880	5601
Colorectal cancer - Homo sapiens (human)	5880	5602
Colorectal cancer - Homo sapiens (human)	5881	5599
Colorectal cancer - Homo sapiens (human)	5881	5601
Colorectal cancer - Homo sapiens (human)	5881	5602
Colorectal cancer - Homo sapiens (human)	5894	5604
Colorectal cancer - Homo sapiens (human)	5900	5879
Colorectal cancer - Homo sapiens (human)	5900	5880
Colorectal cancer - Homo sapiens (human)	5900	5881
Colorectal cancer - Homo sapiens (human)	673	5604
Colorectal cancer - Homo sapiens (human)	6932	332
Colorectal cancer - Homo sapiens (human)	6932	4609
Colorectal cancer - Homo sapiens (human)	6932	595
Colorectal cancer - Homo sapiens (human)	6934	332
Colorectal cancer - Homo sapiens (human)	6934	4609
Colorectal cancer - Homo sapiens (human)	6934	595
Colorectal cancer - Homo sapiens (human)	83439	332
Colorectal cancer - Homo sapiens (human)	83439	4609
Colorectal cancer - Homo sapiens (human)	83439	595
Colorectal cancer - Homo sapiens (human)	836	1630
Colorectal cancer - Homo sapiens (human)	8503	10000
Colorectal cancer - Homo sapiens (human)	8503	207
Colorectal cancer - Homo sapiens (human)	8503	208
Renal cell carcinoma - Homo sapiens (human)	112399	2034
Renal cell carcinoma - Homo sapiens (human)	112399	3091
Renal cell carcinoma - Homo sapiens (human)	1387	2034
Renal cell carcinoma - Homo sapiens (human)	1387	3091
Renal cell carcinoma - Homo sapiens (human)	1398	2889
Renal cell carcinoma - Homo sapiens (human)	1399	2889
Renal cell carcinoma - Homo sapiens (human)	2033	2034
Renal cell carcinoma - Homo sapiens (human)	2033	3091
Renal cell carcinoma - Homo sapiens (human)	2034	2277
Renal cell carcinoma - Homo sapiens (human)	2034	5155
Renal cell carcinoma - Homo sapiens (human)	2034	5228
Renal cell carcinoma - Homo sapiens (human)	2034	6513
Renal cell carcinoma - Homo sapiens (human)	2034	7039
Renal cell carcinoma - Homo sapiens (human)	2034	7040
Renal cell carcinoma - Homo sapiens (human)	2034	7042
Renal cell carcinoma - Homo sapiens (human)	2034	7043
Renal cell carcinoma - Homo sapiens (human)	2034	7422
Renal cell carcinoma - Homo sapiens (human)	2034	7423
Renal cell carcinoma - Homo sapiens (human)	2034	7424
Renal cell carcinoma - Homo sapiens (human)	23533	10000
Renal cell carcinoma - Homo sapiens (human)	23533	207
Renal cell carcinoma - Homo sapiens (human)	23533	208
Renal cell carcinoma - Homo sapiens (human)	2549	1398
Renal cell carcinoma - Homo sapiens (human)	2549	1399
Renal cell carcinoma - Homo sapiens (human)	2549	23533
Renal cell carcinoma - Homo sapiens (human)	2549	2885
Renal cell carcinoma - Homo sapiens (human)	2549	5290
Renal cell carcinoma - Homo sapiens (human)	2549	5291
Renal cell carcinoma - Homo sapiens (human)	2549	5293
Renal cell carcinoma - Homo sapiens (human)	2549	5294
Renal cell carcinoma - Homo sapiens (human)	2549	5295
Renal cell carcinoma - Homo sapiens (human)	2549	5296
Renal cell carcinoma - Homo sapiens (human)	2549	5781
Renal cell carcinoma - Homo sapiens (human)	2549	8503
Renal cell carcinoma - Homo sapiens (human)	2885	6654
Renal cell carcinoma - Homo sapiens (human)	2885	6655
Renal cell carcinoma - Homo sapiens (human)	2889	5906
Renal cell carcinoma - Homo sapiens (human)	2889	5908
Renal cell carcinoma - Homo sapiens (human)	3082	4233
Renal cell carcinoma - Homo sapiens (human)	3091	2277
Renal cell carcinoma - Homo sapiens (human)	3091	5155
Renal cell carcinoma - Homo sapiens (human)	3091	5228
Renal cell carcinoma - Homo sapiens (human)	3091	6513
Renal cell carcinoma - Homo sapiens (human)	3091	7039
Renal cell carcinoma - Homo sapiens (human)	3091	7040
Renal cell carcinoma - Homo sapiens (human)	3091	7042
Renal cell carcinoma - Homo sapiens (human)	3091	7043
Renal cell carcinoma - Homo sapiens (human)	3091	7422
Renal cell carcinoma - Homo sapiens (human)	3091	7423
Renal cell carcinoma - Homo sapiens (human)	3091	7424
Renal cell carcinoma - Homo sapiens (human)	369	5604
Renal cell carcinoma - Homo sapiens (human)	369	5605
Renal cell carcinoma - Homo sapiens (human)	405	2034
Renal cell carcinoma - Homo sapiens (human)	405	3091
Renal cell carcinoma - Homo sapiens (human)	4233	2549
Renal cell carcinoma - Homo sapiens (human)	4233	2885
Renal cell carcinoma - Homo sapiens (human)	5290	10000
Renal cell carcinoma - Homo sapiens (human)	5290	207
Renal cell carcinoma - Homo sapiens (human)	5290	208
Renal cell carcinoma - Homo sapiens (human)	5291	10000
Renal cell carcinoma - Homo sapiens (human)	5291	207
Renal cell carcinoma - Homo sapiens (human)	5291	208
Renal cell carcinoma - Homo sapiens (human)	5293	10000
Renal cell carcinoma - Homo sapiens (human)	5293	207
Renal cell carcinoma - Homo sapiens (human)	5293	208
Renal cell carcinoma - Homo sapiens (human)	5294	10000
Renal cell carcinoma - Homo sapiens (human)	5294	207
Renal cell carcinoma - Homo sapiens (human)	5294	208
Renal cell carcinoma - Homo sapiens (human)	5295	10000
Renal cell carcinoma - Homo sapiens (human)	5295	207
Renal cell carcinoma - Homo sapiens (human)	5295	208
Renal cell carcinoma - Homo sapiens (human)	5296	10000
Renal cell carcinoma - Homo sapiens (human)	5296	207
Renal cell carcinoma - Homo sapiens (human)	5296	208
Renal cell carcinoma - Homo sapiens (human)	54583	2034
Renal cell carcinoma - Homo sapiens (human)	54583	3091
Renal cell carcinoma - Homo sapiens (human)	5594	2113
Renal cell carcinoma - Homo sapiens (human)	5594	3725
Renal cell carcinoma - Homo sapiens (human)	5595	2113
Renal cell carcinoma - Homo sapiens (human)	5595	3725
Renal cell carcinoma - Homo sapiens (human)	5604	5594
Renal cell carcinoma - Homo sapiens (human)	5604	5595
Renal cell carcinoma - Homo sapiens (human)	5605	5594
Renal cell carcinoma - Homo sapiens (human)	5605	5595
Renal cell carcinoma - Homo sapiens (human)	5781	5594
Renal cell carcinoma - Homo sapiens (human)	5781	5595
Renal cell carcinoma - Homo sapiens (human)	5879	10298
Renal cell carcinoma - Homo sapiens (human)	5879	5058
Renal cell carcinoma - Homo sapiens (human)	5879	5062
Renal cell carcinoma - Homo sapiens (human)	5879	5063
Renal cell carcinoma - Homo sapiens (human)	5879	56924
Renal cell carcinoma - Homo sapiens (human)	5879	57144
Renal cell carcinoma - Homo sapiens (human)	5894	5604
Renal cell carcinoma - Homo sapiens (human)	5894	5605
Renal cell carcinoma - Homo sapiens (human)	673	5604
Renal cell carcinoma - Homo sapiens (human)	673	5605
Renal cell carcinoma - Homo sapiens (human)	8503	10000
Renal cell carcinoma - Homo sapiens (human)	8503	207
Renal cell carcinoma - Homo sapiens (human)	8503	208
Renal cell carcinoma - Homo sapiens (human)	9915	2034
Renal cell carcinoma - Homo sapiens (human)	9915	3091
Renal cell carcinoma - Homo sapiens (human)	998	10298
Renal cell carcinoma - Homo sapiens (human)	998	5058
Renal cell carcinoma - Homo sapiens (human)	998	5062
Renal cell carcinoma - Homo sapiens (human)	998	5063
Renal cell carcinoma - Homo sapiens (human)	998	56924
Renal cell carcinoma - Homo sapiens (human)	998	57144
Pancreatic cancer - Homo sapiens (human)	10000	1147
Pancreatic cancer - Homo sapiens (human)	10000	3551
Pancreatic cancer - Homo sapiens (human)	10000	4790
Pancreatic cancer - Homo sapiens (human)	10000	572
Pancreatic cancer - Homo sapiens (human)	10000	5970
Pancreatic cancer - Homo sapiens (human)	10000	598
Pancreatic cancer - Homo sapiens (human)	10000	842
Pancreatic cancer - Homo sapiens (human)	10000	8517
